Unnamed: 0,ID,resp,theta,previous,contrast,state,stim*contrast,block,correct,trial,previous_congruent,stim*contrast_congruent,Gl_Prob_State_ext,Gl_Prob_State_int,Predicted_state
111,1,1,-1,1,0.01,1,-0.01,1,0,112,1,0,0.6748016612607345,0.32519833873928683,1
112,1,1,-1,1,0.02,1,-0.02,1,0,113,1,0,0.6627439791148638,0.3372560208851424,1
113,1,0,1,1,0.02,1,0.02,1,0,114,0,0,0.6475501645811266,0.3524498354189008,1
114,1,0,-1,-1,0.05,1,-0.05,1,1,115,1,1,0.6371505942350522,0.3628494057649644,1
115,1,1,1,-1,0.02,1,0.02,1,1,116,0,1,0.6223544634389984,0.37764553656100897,1
116,1,0,-1,1,0.01,1,-0.01,1,1,117,0,1,0.6100033668848485,0.38999663311515465,1
117,1,1,-1,1,0.02,1,-0.02,1,0,118,1,0,0.6001583266931662,0.39984167330682513,1
118,1,0,-1,-1,0.02,1,-0.02,1,1,119,1,1,0.5870257200128864,0.41297427998708575,1
119,1,1,1,-1,0.02,1,0.02,1,1,120,0,1,0.568142227363844,0.43185777263614106,1
120,1,1,1,-1,0.05,1,0.05,1,1,121,0,1,0.5517455189722679,0.4482544810277494,1
121,1,1,-1,-1,0.05,1,-0.05,1,0,122,0,0,0.536147200793648,0.4638527992063722,1
122,1,1,-1,-1,0.01,1,-0.01,1,0,123,0,0,0.5286869488389632,0.47131305116105143,1
123,1,1,1,-1,0.02,1,0.02,1,1,124,0,1,0.5253056624928674,0.4746943375071406,1
124,1,1,-1,1,0.02,2,-0.02,1,0,125,1,0,0.5239184713493431,0.4760815286506353,1
125,1,0,-1,1,0.01,2,-0.01,1,1,126,0,1,0.5192614645222325,0.48073853547779505,1
126,1,1,1,1,0.05,2,0.05,1,1,127,1,1,0.5167484508350583,0.48325154916492735,1
127,1,1,1,-1,0.02,2,0.02,1,1,128,0,1,0.5113823950142021,0.4886176049858123,1
128,1,0,-1,-1,0.02,2,-0.02,1,1,129,1,1,0.5079931780683238,0.4920068219316991,1
129,1,0,-1,1,0.01,2,-0.01,1,1,130,0,1,0.4993217398619606,0.5006782601380296,2
130,1,0,-1,1,0.02,2,-0.02,1,1,131,0,1,0.492807704130427,0.5071922958695628,2
131,1,0,1,1,0.05,2,0.05,1,0,132,0,0,0.4878204378155405,0.5121795621844448,2
132,1,0,-1,-1,0.02,2,-0.02,1,1,133,1,1,0.48925337997870055,0.5107466200212942,2
133,1,0,1,1,0.01,2,0.01,1,0,134,0,0,0.48548307788148237,0.5145169221185137,2
134,1,0,1,1,0.02,2,0.02,1,0,135,0,0,0.4850544128744499,0.5149455871255684,2
135,1,0,1,1,0.05,1,0.05,1,0,136,0,0,0.488683593621714,0.5113164063782781,2
136,1,1,-1,1,0.01,1,-0.01,1,0,137,1,0,0.49894132856825707,0.5010586714317647,2
137,1,1,1,1,0.05,1,0.05,1,1,138,1,1,0.5056307437981306,0.49436925620186684,1
138,1,1,1,1,0.05,1,0.05,1,1,139,1,1,0.5094108631684184,0.4905891368315642,1
139,1,1,-1,1,0.05,1,-0.05,1,0,140,1,0,0.5103375931713701,0.48966240682860895,1
140,1,1,-1,-1,0.01,1,-0.01,1,0,141,0,0,0.5085891351486227,0.49141086485137675,1
141,1,0,-1,1,0.01,1,-0.01,1,1,142,0,1,0.5107875867132223,0.48921241328677545,1
142,1,1,-1,1,0.05,1,-0.05,1,0,143,1,0,0.5151045946682323,0.4848954053317805,1
143,1,0,1,1,0.05,1,0.05,1,0,144,0,0,0.5167429379645426,0.48325706203545615,1
144,1,0,-1,-1,0.01,2,-0.01,1,1,145,1,1,0.5249763470506562,0.4750236529493539,1
145,1,1,1,-1,0.05,2,0.05,1,1,146,0,1,0.5278389165443763,0.4721610834556395,1
146,1,1,1,-1,0.01,2,0.01,1,1,147,0,1,0.531343415616921,0.46865658438308694,1
147,1,1,1,-1,0.05,2,0.05,1,1,148,0,1,0.5374881438206784,0.46251185617934,1
148,1,1,1,-1,0.02,2,0.02,1,1,149,0,1,0.5443133665375752,0.45568663346241833,1
149,1,1,-1,-1,0.02,2,-0.02,1,0,150,0,0,0.5532572002002648,0.44674279979971054,1
150,1,0,-1,-1,0.01,2,-0.01,1,1,151,1,1,0.5674835476463796,0.4325164523536467,1
151,1,1,1,-1,0.05,2,0.05,1,1,152,0,1,0.5761274851553557,0.423872514844645,1
152,1,1,1,1,0.02,2,0.02,1,1,153,1,1,0.5855683317556394,0.4144316682443714,1
153,1,1,1,-1,0.01,2,0.01,1,1,154,0,1,0.5918533387928714,0.40814666120710225,1
154,1,1,-1,1,0.02,2,-0.02,1,0,155,1,0,0.6009718367164665,0.3990281632835125,1
155,1,1,1,-1,0.02,2,0.02,1,1,156,0,1,0.6069788884334041,0.3930211115665767,1
156,1,1,1,-1,0.02,1,0.02,1,1,157,0,1,0.6152245002556166,0.384775499744408,1
157,1,1,1,-1,0.01,1,0.01,1,1,158,0,1,0.6257757175400134,0.3742242824600145,1
158,1,0,-1,-1,0.01,1,-0.01,1,1,159,1,1,0.6393690997123271,0.3606309002876486,1
159,1,0,-1,-1,0.05,1,-0.05,1,1,160,1,1,0.6477609397669848,0.3522390602330334,1
160,1,0,1,1,0.01,1,0.01,1,0,161,0,0,0.6521798339261887,0.34782016607378385,1
161,1,1,1,-1,0.01,1,0.01,1,1,162,0,1,0.6603260653195683,0.3396739346804541,1
162,1,1,1,1,0.01,1,0.01,1,1,163,1,1,0.6714681496275839,0.32853185037241245,1
163,1,1,1,-1,0.02,1,0.02,1,1,164,0,1,0.6796743883968187,0.3203256116031544,1
164,1,1,-1,-1,0.02,1,-0.02,1,0,165,0,0,0.6902907479197639,0.3097092520802516,1
165,1,0,1,-1,0.05,1,0.05,1,0,166,1,0,0.7064118833305953,0.2935881166693864,1
166,1,0,-1,-1,0.02,1,-0.02,1,1,167,1,1,0.7179852716951182,0.2820147283048838,1
167,1,1,-1,-1,0.02,1,-0.02,1,0,168,0,0,0.7251479886976249,0.2748520113023976,1
168,1,1,1,-1,0.05,1,0.05,1,1,169,0,1,0.7374917742328999,0.2625082257670723,1
169,1,1,1,1,0.05,1,0.05,1,1,170,1,1,0.751051716844996,0.24894828315502235,1
170,1,1,1,-1,0.05,1,0.05,1,1,171,0,1,0.7624635835554601,0.23753641644453485,1
171,1,0,1,-1,0.01,1,0.01,1,0,172,1,0,0.7751360389232482,0.22486396107673418,1
172,1,1,1,1,0.02,1,0.02,1,1,173,1,1,0.7835056799105629,0.21649432008942673,1
173,1,0,-1,-1,0.05,1,-0.05,1,1,174,1,1,0.789786113300414,0.21021388669959087,1
174,1,1,1,-1,0.02,1,0.02,1,1,175,0,1,0.7931496153796237,0.2068503846203577,1
175,1,0,-1,-1,0.05,1,-0.05,1,1,176,1,1,0.7989033851622456,0.20109661483772973,1
176,1,1,1,1,0.05,1,0.05,1,1,177,1,1,0.8018397601351814,0.19816023986483583,1
177,1,0,1,-1,0.01,1,0.01,1,0,178,1,0,0.8033003637148437,0.1966996362851798,1
178,1,1,1,1,0.01,1,0.01,1,1,179,1,1,0.8012498647457281,0.19875013525424803,1
179,1,0,-1,1,0.01,1,-0.01,1,1,180,0,1,0.7973024694092725,0.2026975305907103,1
180,1,0,-1,1,0.02,1,-0.02,1,1,181,0,1,0.7958469310808786,0.20415306891914087,1
181,1,0,-1,-1,0.01,1,-0.01,1,1,182,1,1,0.7964162782205484,0.20358372177943718,1
182,1,1,1,1,0.05,1,0.05,1,1,183,1,1,0.7934968883593255,0.20650311164066093,1
183,1,1,-1,1,0.01,1,-0.01,1,0,184,1,0,0.78902105990688,0.2109789400931002,1
184,1,0,-1,-1,0.02,1,-0.02,1,1,185,1,1,0.7824749415711532,0.21752505842883113,1
185,1,0,-1,1,0.02,1,-0.02,1,1,186,0,1,0.7721202677279349,0.2278797322720444,1
186,1,0,-1,1,0.01,1,-0.01,1,1,187,0,1,0.7638841648977448,0.23611583510227124,1
187,1,0,-1,1,0.01,1,-0.01,1,1,188,0,1,0.7582134604177503,0.2417865395822398,1
188,1,0,-1,1,0.05,1,-0.05,1,1,189,0,1,0.7550569311849566,0.244943068815071,1
189,1,1,-1,1,0.05,1,-0.05,1,0,190,1,0,0.7527765344346103,0.24722346556541466,1
190,1,1,1,1,0.01,1,0.01,1,1,191,1,1,0.7488308715770811,0.2511691284228958,1
191,1,1,-1,-1,0.02,1,-0.02,1,0,192,0,0,0.7425664004218796,0.2574335995781053,1
192,1,1,1,-1,0.05,1,0.05,1,1,193,0,1,0.7411499355394764,0.2588500644605314,1
193,1,0,-1,1,0.02,1,-0.02,1,1,194,0,1,0.740884515934927,0.2591154840650448,1
194,1,1,1,-1,0.05,1,0.05,1,1,195,0,1,0.7426003876008456,0.2573996123991803,1
195,1,0,-1,1,0.05,2,-0.05,1,1,196,0,1,0.7454725008397797,0.2545274991602088,1
196,1,0,-1,-1,0.02,2,-0.02,1,1,197,1,1,0.7491975005345436,0.2508024994654475,1
197,1,0,1,1,0.01,2,0.01,1,0,198,0,0,0.7491058460461992,0.25089415395378173,1
198,1,1,1,1,0.01,2,0.01,1,1,199,1,1,0.7526255630567729,0.24737443694323177,1
199,1,0,1,1,0.05,2,0.05,1,0,200,0,0,0.7539082742391422,0.24609172576087796,1
200,1,0,1,-1,0.02,2,0.02,1,0,201,1,0,0.7615381315246698,0.23846186847535666,1
201,1,1,1,1,0.02,2,0.02,1,1,202,1,1,0.7651233556731707,0.23487664432685312,1
202,1,0,-1,-1,0.05,1,-0.05,1,1,203,1,1,0.7666237245838575,0.23337627541613729,1
203,1,0,-1,1,0.01,1,-0.01,1,1,204,0,1,0.7650972070329645,0.23490279296705827,1
204,1,0,1,-1,0.01,1,0.01,1,0,205,1,0,0.7660520763333302,0.23394792366664977,1
205,1,1,1,1,0.02,1,0.02,1,1,206,1,1,0.7631081035740462,0.2368918964259564,1
206,1,0,1,1,0.05,1,0.05,1,0,207,0,0,0.758038808711404,0.24196119128861932,1
207,1,1,1,1,0.05,1,0.05,1,1,208,1,1,0.7592106452895223,0.24078935471045293,1
208,1,1,-1,-1,0.05,1,-0.05,1,0,209,0,0,0.758636827252787,0.2413631727471958,1
209,1,1,1,-1,0.05,1,0.05,1,1,210,0,1,0.7651412376300026,0.23485876236997177,1
210,1,1,-1,-1,0.01,1,-0.01,1,0,211,0,0,0.7728699635885362,0.22713003641148838,1
211,1,0,-1,1,0.05,1,-0.05,1,1,212,0,1,0.7849502698714477,0.21504973012857612,1
212,1,0,-1,-1,0.05,1,-0.05,1,1,213,1,1,0.7980061198649648,0.20199388013504108,1
213,1,1,1,1,0.01,1,0.01,1,1,214,1,1,0.8078196853108085,0.19218031468919666,1
214,1,1,1,-1,0.02,1,0.02,1,1,215,0,1,0.815584749249823,0.18441525075020324,1
215,1,1,1,1,0.01,2,0.01,1,1,216,1,1,0.8258399172884247,0.1741600827115642,1
216,1,1,1,1,0.02,2,0.02,1,1,217,1,1,0.8341604720692938,0.16583952793071463,1
217,1,1,-1,1,0.01,2,-0.01,1,0,218,1,0,0.8407710864568043,0.15922891354318217,1
218,1,1,1,1,0.05,2,0.05,1,1,219,1,1,0.8457184232718518,0.15428157672816747,1
219,1,0,-1,-1,0.01,2,-0.01,1,1,220,1,1,0.8494825319219024,0.15051746807807728,1
220,1,0,-1,-1,0.05,2,-0.05,1,1,221,1,1,0.8503606871367717,0.14963931286320206,1
221,1,0,1,-1,0.05,2,0.05,1,0,222,1,0,0.8490282429172668,0.15097175708272342,1
222,1,1,1,-1,0.01,2,0.01,1,1,223,0,1,0.8451380644616887,0.1548619355382869,1
223,1,0,-1,-1,0.02,2,-0.02,1,1,224,1,1,0.8440264178580921,0.155973582141894,1
224,1,0,-1,1,0.05,2,-0.05,1,1,225,0,1,0.8400684371124394,0.1599315628875356,1
225,1,1,1,1,0.01,2,0.01,1,1,226,1,1,0.8371931292717395,0.16280687072825945,1
226,1,0,1,1,0.02,2,0.02,1,0,227,0,0,0.8327031934106737,0.16729680658934507,1
227,1,1,1,-1,0.01,2,0.01,1,1,228,0,1,0.8322007616074156,0.16779923839256072,1
228,1,1,1,1,0.01,2,0.01,1,1,229,1,1,0.834487676804889,0.16551232319511747,1
229,1,0,-1,1,0.05,2,-0.05,1,1,230,0,1,0.8351735255686242,0.16482647443138507,1
230,1,1,1,1,0.05,2,0.05,1,1,231,1,1,0.8369284570666511,0.16307154293335477,1
231,1,1,-1,1,0.02,2,-0.02,1,0,232,1,0,0.8374796197957203,0.16252038020426426,1
232,1,1,1,-1,0.02,2,0.02,1,1,233,0,1,0.8365038654178018,0.16349613458218584,1
233,1,1,-1,1,0.01,2,-0.01,1,0,234,1,0,0.8378658338679568,0.1621341661320579,1
234,1,0,1,1,0.01,2,0.01,1,0,235,0,0,0.8376477859023055,0.16235221409767822,1
235,1,1,-1,1,0.01,2,-0.01,1,0,236,1,0,0.8408450131905281,0.15915498680947715,1
236,1,0,-1,-1,0.05,2,-0.05,1,1,237,1,1,0.842470534551102,0.15752946544891333,1
237,1,0,-1,-1,0.05,2,-0.05,1,1,238,1,1,0.841795874983114,0.15820412501689926,1
238,1,1,-1,1,0.01,2,-0.01,1,0,239,1,0,0.838799710450714,0.16120028954927454,1
239,1,1,1,1,0.05,2,0.05,1,1,240,1,1,0.8341847249743579,0.16581527502566482,1
240,1,1,1,1,0.02,2,0.02,1,1,241,1,1,0.8282713300765611,0.17172866992346192,1
241,1,1,1,-1,0.02,2,0.02,1,1,242,0,1,0.8206292388644314,0.1793707611355878,1
242,1,1,-1,-1,0.02,2,-0.02,1,0,243,0,0,0.8154085128049084,0.18459148719509838,1
243,1,1,1,-1,0.01,2,0.01,1,1,244,0,1,0.814749892463498,0.18525010753652335,1
244,1,1,-1,1,0.05,2,-0.05,1,0,245,1,0,0.8169069576624374,0.1830930423375527,1
245,1,0,-1,1,0.05,2,-0.05,1,1,246,0,1,0.8178311794874508,0.18216882051255576,1
246,1,1,-1,-1,0.01,1,-0.01,1,0,247,0,0,0.819783511917161,0.1802164880828139,1
247,1,1,1,-1,0.05,1,0.05,1,1,248,0,1,0.8256813357152658,0.17431866428476117,1
248,1,0,1,-1,0.01,1,0.01,1,0,249,1,0,0.8329172988430976,0.1670827011568797,1
249,1,0,-1,1,0.05,1,-0.05,1,1,250,0,1,0.8368287675687355,0.16317123243123896,1
250,1,0,-1,-1,0.02,1,-0.02,1,1,251,1,1,0.841816937561611,0.15818306243836802,1
251,1,0,1,-1,0.02,1,0.02,1,0,252,1,0,0.8439005597031469,0.15609944029684505,1
252,1,0,1,-1,0.01,1,0.01,1,0,253,1,0,0.8429894082968368,0.15701059170315962,1
253,1,1,1,-1,0.05,2,0.05,1,1,254,0,1,0.8390111836077461,0.16098881639223325,1
254,1,0,-1,-1,0.05,2,-0.05,1,1,255,1,1,0.8363773731264299,0.1636226268735842,1
255,1,0,-1,-1,0.05,2,-0.05,1,1,256,1,1,0.831313752899203,0.1686862471008165,1
256,1,1,-1,-1,0.02,2,-0.02,1,0,257,0,0,0.8236602765493648,0.17633972345062807,1
257,1,1,1,1,0.05,2,0.05,1,1,258,1,1,0.8206152418324324,0.1793847581675882,1
258,1,1,1,1,0.01,2,0.01,1,1,259,1,1,0.8162064054855029,0.18379359451449864,1
259,1,0,1,-1,0.02,2,0.02,1,0,260,1,0,0.8099595957481287,0.19004040425188734,1
260,1,1,-1,1,0.05,2,-0.05,1,0,261,1,0,0.7999920432352338,0.20000795676477162,1
261,1,1,-1,1,0.05,2,-0.05,1,0,262,1,0,0.788409970072966,0.21159002992700987,1
262,1,0,-1,1,0.05,2,-0.05,1,1,263,0,1,0.7750576348087702,0.22494236519124464,1
263,1,1,-1,-1,0.05,2,-0.05,1,0,264,0,0,0.7626575049426102,0.23734249505740657,1
264,1,1,-1,-1,0.01,2,-0.01,1,0,265,0,0,0.7577087422450962,0.24229125775487956,1
265,1,0,-1,-1,0.02,1,-0.02,1,1,266,1,1,0.7568534713316121,0.24314652866839917,1
266,1,0,1,-1,0.02,1,0.02,1,0,267,1,0,0.7522304510624863,0.24776954893750855,1
267,1,0,-1,1,0.02,1,-0.02,1,1,268,0,1,0.7434188267442057,0.25658117325578866,1
