,obs,resp,stimulus,previous,contrast,state
77,1,-1,1,-1,0.02,2
78,1,-1,1,-1,0.05,2
79,1,-1,-1,-1,0.02,2
80,1,1,1,-1,0.01,2
81,1,1,1,-1,0.05,2
82,1,-1,-1,-1,0.05,2
83,1,1,-1,1,0.01,2
84,1,1,1,-1,0.02,1
85,1,1,-1,-1,0.02,1
86,1,1,-1,-1,0.01,1
87,1,1,1,-1,0.01,1
88,1,-1,1,-1,0.05,1
89,1,-1,-1,1,0.05,1
90,1,1,1,-1,0.05,1
91,1,1,1,1,0.02,1
92,1,-1,1,-1,0.05,1
93,1,-1,1,-1,0.02,1
94,1,-1,1,1,0.02,1
95,1,-1,-1,-1,0.01,1
96,1,-1,-1,-1,0.01,1
97,1,1,1,-1,0.02,1
98,1,-1,-1,1,0.05,1
99,1,1,-1,1,0.01,1
100,1,1,-1,-1,0.05,1
101,1,-1,-1,1,0.02,1
102,1,-1,-1,1,0.02,1
103,1,-1,-1,-1,0.05,1
104,1,1,1,-1,0.05,1
105,1,1,1,-1,0.01,1
106,1,1,-1,1,0.02,1
107,1,1,1,-1,0.02,1
108,1,-1,-1,-1,0.02,1
109,1,-1,-1,-1,0.02,1
110,1,-1,1,-1,0.05,1
111,1,1,-1,1,0.01,1
112,1,1,-1,1,0.02,1
113,1,-1,1,1,0.02,1
114,1,-1,-1,-1,0.05,1
115,1,1,1,-1,0.02,1
116,1,-1,-1,1,0.01,1
117,1,1,-1,1,0.02,1
118,1,-1,-1,-1,0.02,1
119,1,1,1,-1,0.02,1
120,1,1,1,-1,0.05,1
121,1,1,-1,-1,0.05,1
122,1,1,-1,-1,0.01,1
123,1,1,1,-1,0.02,1
124,1,1,-1,1,0.02,2
125,1,-1,-1,1,0.01,2
126,1,1,1,1,0.05,2
127,1,1,1,-1,0.02,2
128,1,-1,-1,-1,0.02,2
129,1,-1,-1,1,0.01,2
130,1,-1,-1,1,0.02,2
131,1,-1,1,1,0.05,2
132,1,-1,-1,-1,0.02,2
133,1,-1,1,1,0.01,2
134,1,-1,1,1,0.02,2
135,1,-1,1,1,0.05,1
136,1,1,-1,1,0.01,1
137,1,1,1,1,0.05,1
138,1,1,1,1,0.05,1
139,1,1,-1,1,0.05,1
140,1,1,-1,-1,0.01,1
141,1,-1,-1,1,0.01,1
142,1,1,-1,1,0.05,1
143,1,-1,1,1,0.05,1
144,1,-1,-1,-1,0.01,2
145,1,1,1,-1,0.05,2
146,1,1,1,-1,0.01,2
147,1,1,1,-1,0.05,2
148,1,1,1,-1,0.02,2
149,1,1,-1,-1,0.02,2
150,1,-1,-1,-1,0.01,2
151,1,1,1,-1,0.05,2
152,1,1,1,1,0.02,2
153,1,1,1,-1,0.01,2
154,1,1,-1,1,0.02,2
155,1,1,1,-1,0.02,2
156,1,1,1,-1,0.02,1
157,1,1,1,-1,0.01,1
158,1,-1,-1,-1,0.01,1
159,1,-1,-1,-1,0.05,1
160,1,-1,1,1,0.01,1
161,1,1,1,-1,0.01,1
162,1,1,1,1,0.01,1
163,1,1,1,-1,0.02,1
164,1,1,-1,-1,0.02,1
165,1,-1,1,-1,0.05,1
166,1,-1,-1,-1,0.02,1
167,1,1,-1,-1,0.02,1
168,1,1,1,-1,0.05,1
169,1,1,1,1,0.05,1
170,1,1,1,-1,0.05,1
171,1,-1,1,-1,0.01,1
172,1,1,1,1,0.02,1
173,1,-1,-1,-1,0.05,1
174,1,1,1,-1,0.02,1
175,1,-1,-1,-1,0.05,1
176,1,1,1,1,0.05,1
177,1,-1,1,-1,0.01,1
178,1,1,1,1,0.01,1
179,1,-1,-1,1,0.01,1
180,1,-1,-1,1,0.02,1
181,1,-1,-1,-1,0.01,1
182,1,1,1,1,0.05,1
183,1,1,-1,1,0.01,1
184,1,-1,-1,-1,0.02,1
185,1,-1,-1,1,0.02,1
186,1,-1,-1,1,0.01,1
187,1,-1,-1,1,0.01,1
188,1,-1,-1,1,0.05,1
189,1,1,-1,1,0.05,1
190,1,1,1,1,0.01,1
191,1,1,-1,-1,0.02,1
192,1,1,1,-1,0.05,1
193,1,-1,-1,1,0.02,1
194,1,1,1,-1,0.05,1
195,1,-1,-1,1,0.05,2
196,1,-1,-1,-1,0.02,2
197,1,-1,1,1,0.01,2
198,1,1,1,1,0.01,2
199,1,-1,1,1,0.05,2
200,1,-1,1,-1,0.02,2
201,1,1,1,1,0.02,2
202,1,-1,-1,-1,0.05,1
203,1,-1,-1,1,0.01,1
204,1,-1,1,-1,0.01,1
205,1,1,1,1,0.02,1
206,1,-1,1,1,0.05,1
207,1,1,1,1,0.05,1
208,1,1,-1,-1,0.05,1
209,1,1,1,-1,0.05,1
210,1,1,-1,-1,0.01,1
211,1,-1,-1,1,0.05,1
212,1,-1,-1,-1,0.05,1
213,1,1,1,1,0.01,1
214,1,1,1,-1,0.02,1
215,1,1,1,1,0.01,2
216,1,1,1,1,0.02,2
217,1,1,-1,1,0.01,2
218,1,1,1,1,0.05,2
219,1,-1,-1,-1,0.01,2
220,1,-1,-1,-1,0.05,2
221,1,-1,1,-1,0.05,2
222,1,1,1,-1,0.01,2
223,1,-1,-1,-1,0.02,2
224,1,-1,-1,1,0.05,2
225,1,1,1,1,0.01,2
226,1,-1,1,1,0.02,2
227,1,1,1,-1,0.01,2
228,1,1,1,1,0.01,2
229,1,-1,-1,1,0.05,2
230,1,1,1,1,0.05,2
231,1,1,-1,1,0.02,2
232,1,1,1,-1,0.02,2
233,1,1,-1,1,0.01,2
234,1,-1,1,1,0.01,2
235,1,1,-1,1,0.01,2
236,1,-1,-1,-1,0.05,2
237,1,-1,-1,-1,0.05,2
238,1,1,-1,1,0.01,2
239,1,1,1,1,0.05,2
240,1,1,1,1,0.02,2
241,1,1,1,-1,0.02,2
242,1,1,-1,-1,0.02,2
243,1,1,1,-1,0.01,2
244,1,1,-1,1,0.05,2
245,1,-1,-1,1,0.05,2
246,1,1,-1,-1,0.01,1
247,1,1,1,-1,0.05,1
248,1,-1,1,-1,0.01,1
249,1,-1,-1,1,0.05,1
250,1,-1,-1,-1,0.02,1
251,1,-1,1,-1,0.02,1
252,1,-1,1,-1,0.01,1
253,1,1,1,-1,0.05,2
254,1,-1,-1,-1,0.05,2
255,1,-1,-1,-1,0.05,2
256,1,1,-1,-1,0.02,2
257,1,1,1,1,0.05,2
258,1,1,1,1,0.01,2
259,1,-1,1,-1,0.02,2
260,1,1,-1,1,0.05,2
261,1,1,-1,1,0.05,2
262,1,-1,-1,1,0.05,2
263,1,1,-1,-1,0.05,2
264,1,1,-1,-1,0.01,2
265,1,-1,-1,-1,0.02,1
266,1,-1,1,-1,0.02,1
267,1,-1,-1,1,0.02,1
268,1,-1,-1,-1,0.02,1
269,1,1,-1,-1,0.01,1
270,1,1,1,-1,0.01,1
271,1,1,-1,-1,0.02,1
272,1,-1,-1,-1,0.05,1
273,1,1,-1,-1,0.01,1
274,1,1,1,1,0.02,1
275,1,-1,1,1,0.05,1
276,1,-1,-1,-1,0.01,1
277,1,-1,-1,1,0.01,1
278,1,1,1,1,0.02,1
279,1,1,-1,-1,0.05,1
280,1,1,1,1,0.01,1
281,1,-1,-1,-1,0.05,1
282,1,-1,1,1,0.05,1
283,1,-1,-1,-1,0.02,1
284,1,1,1,1,0.01,1
285,1,-1,-1,-1,0.01,1
286,1,-1,1,-1,0.02,1
287,1,-1,1,-1,0.05,1
288,1,-1,-1,1,0.05,1
289,1,-1,1,-1,0.01,1
290,1,1,-1,-1,0.02,1
291,1,1,1,-1,0.02,1
292,1,-1,1,1,0.01,1
293,1,-1,1,1,0.02,1
294,1,1,1,1,0.05,1
295,1,1,-1,1,0.01,1
296,1,1,1,1,0.01,1
297,1,1,-1,1,0.05,1
298,1,-1,-1,1,0.05,1
299,1,-1,-1,1,0.05,1
300,1,-1,-1,1,0.05,1
301,1,-1,1,1,0.02,1
302,1,1,1,-1,0.05,1
303,1,-1,1,-1,0.01,1
304,1,1,1,1,0.05,1
305,1,1,1,-1,0.05,1
306,1,-1,1,-1,0.01,1
307,1,-1,-1,1,0.02,1
308,1,1,1,-1,0.01,1
309,1,1,1,-1,0.05,1
310,1,-1,-1,-1,0.02,1
311,1,1,1,-1,0.02,1
312,1,1,-1,-1,0.02,1
313,1,1,-1,-1,0.02,1
314,1,-1,-1,1,0.02,1
315,1,-1,-1,1,0.02,1
316,1,-1,-1,-1,0.05,2
317,1,1,1,1,0.01,2
318,1,-1,-1,1,0.05,2
319,1,1,1,1,0.05,2
320,1,-1,-1,1,0.02,2
321,1,-1,-1,-1,0.05,2
322,1,-1,1,-1,0.01,2
323,1,1,-1,1,0.01,2
324,1,-1,1,-1,0.02,2
325,1,-1,-1,1,0.02,2
326,1,1,-1,-1,0.05,2
327,1,1,1,-1,0.05,1
328,1,1,-1,-1,0.01,1
329,1,1,1,1,0.01,1
330,1,1,-1,1,0.02,1
331,1,1,-1,1,0.02,1
332,1,-1,-1,-1,0.05,1
333,1,-1,-1,1,0.05,2
334,1,1,1,1,0.05,2
335,1,1,-1,1,0.02,2
336,1,1,-1,-1,0.01,2
337,1,1,1,-1,0.05,2
338,1,1,1,-1,0.05,2
339,1,1,1,1,0.02,2
340,1,1,1,1,0.05,2
341,1,1,-1,1,0.02,2
342,1,1,-1,1,0.02,2
343,1,-1,1,-1,0.02,2
344,1,-1,-1,1,0.02,2
345,1,1,1,1,0.02,2
346,1,-1,-1,1,0.01,2
347,1,-1,-1,-1,0.05,2
348,1,1,1,1,0.05,2
349,1,1,1,1,0.01,2
350,1,1,1,-1,0.02,2
351,1,-1,1,1,0.05,2
352,1,1,1,1,0.05,2
353,1,1,1,1,0.02,2
354,1,-1,1,1,0.05,2
355,1,-1,-1,-1,0.01,2
356,1,-1,-1,1,0.01,1
357,1,1,-1,1,0.02,1
358,1,-1,-1,1,0.01,1
359,1,-1,-1,-1,0.05,1
360,1,1,1,1,0.01,1
361,1,-1,-1,-1,0.01,1
362,1,-1,1,-1,0.01,1
363,1,1,1,-1,0.02,1
364,1,-1,-1,-1,0.05,1
365,1,1,1,1,0.05,1
366,1,1,-1,1,0.02,1
367,1,-1,-1,-1,0.05,1
368,1,-1,1,-1,0.01,1
369,1,1,1,-1,0.02,1
370,1,-1,-1,-1,0.02,1
371,1,-1,-1,-1,0.01,1
372,1,-1,-1,1,0.02,1
373,1,1,1,1,0.01,1
374,1,1,-1,1,0.01,1
375,1,-1,-1,-1,0.01,1
376,1,1,-1,1,0.05,1
377,1,1,1,1,0.02,1
378,1,1,1,-1,0.05,1
379,1,-1,-1,1,0.01,1
380,1,1,-1,1,0.02,1
381,1,1,1,1,0.01,1
382,1,-1,1,1,0.02,1
383,1,1,1,-1,0.02,1
384,1,1,-1,1,0.02,1
385,1,1,1,1,0.01,1
386,1,-1,-1,1,0.05,1
387,1,1,1,1,0.02,1
388,1,1,1,-1,0.02,1
389,1,1,1,1,0.02,1
390,1,1,-1,-1,0.05,1
391,1,1,1,1,0.02,1
392,1,1,1,1,0.05,1
393,1,-1,1,1,0.01,1
394,1,-1,1,-1,0.02,1
395,1,1,-1,1,0.02,1
396,1,1,1,-1,0.02,1
397,1,-1,1,1,0.01,1
398,1,-1,-1,1,0.02,1
399,1,1,-1,-1,0.02,1
400,1,1,1,-1,0.02,1
401,1,1,1,1,0.02,1
402,1,-1,1,1,0.02,1
403,1,-1,1,1,0.01,1
404,1,1,1,1,0.05,1
405,1,-1,1,-1,0.01,1
406,1,-1,-1,-1,0.05,1
407,1,1,1,1,0.05,1
408,1,-1,1,1,0.02,1
409,1,1,1,1,0.02,1
410,1,-1,-1,1,0.05,1
411,1,1,-1,-1,0.05,1
412,1,1,-1,1,0.02,1
413,1,1,1,-1,0.02,1
414,1,-1,1,-1,0.05,1
415,1,1,1,1,0.05,1
416,1,1,-1,1,0.01,1
417,1,1,-1,-1,0.01,1
418,1,-1,-1,1,0.01,1
419,1,1,-1,1,0.01,1
420,1,-1,-1,1,0.02,1
421,1,-1,-1,1,0.05,1
422,1,1,-1,-1,0.05,1
423,1,1,1,-1,0.05,2
424,1,1,-1,-1,0.01,2
425,1,-1,1,-1,0.02,2
426,1,-1,1,-1,0.02,2
427,1,-1,1,-1,0.01,2
428,1,-1,1,1,0.01,2
429,1,1,-1,1,0.02,2
430,1,1,1,-1,0.02,2
431,1,-1,1,-1,0.01,2
432,1,-1,1,-1,0.05,2
433,1,-1,1,-1,0.01,2
434,1,-1,1,-1,0.01,2
435,1,1,1,-1,0.01,2
436,1,-1,-1,1,0.05,2
437,1,-1,-1,-1,0.01,2
438,1,1,-1,1,0.02,2
439,1,1,1,1,0.01,2
440,1,-1,-1,1,0.05,2
441,1,-1,-1,1,0.02,2
442,1,1,1,1,0.01,2
443,1,1,-1,-1,0.02,2
444,1,1,1,-1,0.01,2
445,1,-1,1,1,0.02,2
446,1,1,-1,-1,0.02,2
447,1,1,1,-1,0.01,2
448,1,1,1,1,0.05,2
449,1,-1,-1,-1,0.02,2
450,1,-1,-1,-1,0.01,2
451,1,-1,1,-1,0.01,2
452,1,1,1,-1,0.02,2
453,1,1,1,-1,0.02,2
454,1,-1,1,-1,0.02,2
455,1,-1,1,-1,0.02,2
456,1,1,1,1,0.05,2
457,1,1,-1,1,0.01,2
458,1,-1,-1,1,0.05,1
459,1,-1,-1,-1,0.01,1
460,1,1,-1,1,0.05,1
461,1,-1,-1,-1,0.01,1
462,1,1,1,1,0.05,2
463,1,1,1,1,0.01,2
464,1,1,1,1,0.05,2
465,1,-1,1,-1,0.01,2
466,1,1,-1,1,0.02,2
467,1,1,1,1,0.02,2
468,1,1,1,1,0.02,2
469,1,-1,1,-1,0.05,2
470,1,-1,-1,1,0.05,2
471,1,1,-1,1,0.01,2
472,1,-1,1,-1,0.01,2
473,1,1,1,-1,0.05,2
474,1,-1,-1,-1,0.05,2
475,1,1,1,1,0.01,2
476,1,-1,-1,1,0.01,1
477,1,1,1,1,0.05,1
478,1,-1,-1,-1,0.02,1
479,1,-1,1,-1,0.02,1
480,1,1,-1,-1,0.01,1
481,1,-1,-1,-1,0.02,1
482,1,-1,-1,-1,0.01,1
483,1,1,1,-1,0.05,1
484,1,1,1,-1,0.02,1
485,1,-1,-1,1,0.01,1
486,1,1,1,1,0.01,1
487,1,-1,1,1,0.02,1
488,1,-1,-1,-1,0.05,1
489,1,1,1,1,0.02,1
490,1,-1,-1,-1,0.05,1
491,1,1,1,-1,0.05,1
492,1,-1,-1,-1,0.01,1
493,1,-1,-1,-1,0.02,1
494,1,-1,1,-1,0.02,1
495,1,-1,-1,1,0.01,1
496,1,-1,-1,-1,0.05,1
497,1,-1,1,-1,0.05,1
498,1,-1,1,-1,0.02,1
499,1,1,-1,-1,0.02,1
500,2,-1,-1,-1,0.05,2
501,2,1,1,-1,0.05,2
502,2,-1,-1,1,0.01,2
503,2,1,-1,-1,0.01,2
504,2,1,1,1,0.01,2
505,2,-1,-1,1,0.02,1
506,2,-1,-1,1,0.02,1
507,2,1,-1,-1,0.01,1
508,2,1,-1,-1,0.02,1
509,2,1,1,-1,0.02,1
510,2,1,1,-1,0.01,1
511,2,-1,-1,-1,0.01,1
512,2,-1,1,-1,0.01,1
513,2,-1,1,-1,0.02,1
514,2,-1,-1,1,0.05,1
515,2,1,1,-1,0.05,1
516,2,1,1,-1,0.01,1
517,2,-1,-1,-1,0.05,1
518,2,-1,-1,-1,0.05,1
519,2,-1,1,1,0.01,1
520,2,1,1,-1,0.02,1
521,2,1,1,1,0.02,1
522,2,-1,1,-1,0.01,1
523,2,1,1,1,0.01,1
524,2,1,-1,1,0.02,1
525,2,1,-1,1,0.01,1
526,2,1,-1,1,0.01,1
527,2,-1,1,1,0.02,2
528,2,-1,-1,-1,0.02,2
529,2,-1,-1,1,0.05,2
530,2,1,1,1,0.05,2
531,2,1,1,1,0.01,2
532,2,-1,-1,-1,0.01,2
533,2,-1,1,1,0.05,2
534,2,1,-1,-1,0.02,2
535,2,1,1,-1,0.02,2
536,2,1,1,1,0.05,2
537,2,-1,-1,1,0.05,2
538,2,1,1,1,0.01,2
539,2,-1,-1,1,0.05,2
540,2,-1,-1,-1,0.02,2
541,2,-1,-1,1,0.05,2
542,2,-1,-1,-1,0.05,2
543,2,1,-1,1,0.02,2
544,2,1,-1,1,0.02,2
545,2,-1,1,1,0.01,1
546,2,-1,-1,1,0.01,1
547,2,1,1,-1,0.01,1
548,2,1,1,-1,0.02,1
549,2,-1,1,1,0.01,1
550,2,1,-1,1,0.02,1
551,2,-1,-1,1,0.05,1
552,2,1,1,-1,0.05,1
553,2,1,1,1,0.01,1
554,2,1,1,-1,0.05,1
555,2,1,1,-1,0.01,1
556,2,-1,1,-1,0.05,1
557,2,-1,-1,1,0.01,1
558,2,1,1,-1,0.05,1
559,2,1,1,-1,0.02,1
560,2,-1,-1,-1,0.05,1
561,2,-1,1,1,0.05,1
562,2,-1,-1,-1,0.01,1
563,2,1,1,1,0.02,1
564,2,1,1,1,0.05,1
565,2,-1,-1,1,0.05,1
566,2,-1,-1,1,0.01,1
567,2,-1,-1,-1,0.02,1
568,2,1,-1,-1,0.05,1
569,2,1,1,1,0.01,1
570,2,-1,-1,-1,0.05,1
571,2,-1,-1,-1,0.01,1
572,2,1,1,1,0.02,1
573,2,1,-1,-1,0.05,1
574,2,-1,-1,-1,0.02,1
575,2,1,-1,-1,0.02,2
576,2,-1,-1,-1,0.05,2
577,2,1,-1,1,0.01,2
578,2,1,-1,-1,0.01,2
579,2,-1,1,-1,0.01,2
580,2,-1,-1,1,0.01,2
581,2,1,1,1,0.02,2
582,2,-1,-1,1,0.05,2
583,2,1,1,1,0.05,2
584,2,-1,-1,1,0.05,2
585,2,-1,1,-1,0.05,1
586,2,-1,-1,-1,0.05,1
587,2,1,-1,1,0.02,1
588,2,-1,-1,-1,0.05,1
589,2,1,1,-1,0.01,1
590,2,1,-1,1,0.05,1
591,2,-1,1,1,0.02,1
592,2,-1,-1,-1,0.02,1
593,2,1,-1,1,0.05,1
594,2,-1,1,1,0.01,1
595,2,1,1,1,0.01,1
596,2,1,-1,-1,0.05,1
597,2,1,-1,1,0.02,1
598,2,1,1,-1,0.01,1
599,2,1,1,1,0.02,1
600,2,1,-1,1,0.05,1
601,2,-1,-1,-1,0.02,1
602,2,-1,-1,1,0.02,1
603,2,1,-1,-1,0.02,1
604,2,1,1,-1,0.05,1
605,2,-1,-1,-1,0.05,1
606,2,-1,1,1,0.05,1
607,2,1,1,-1,0.01,1
608,2,1,1,1,0.05,1
609,2,1,1,1,0.02,1
610,2,-1,1,1,0.05,1
611,2,-1,-1,-1,0.01,1
612,2,-1,-1,1,0.05,1
613,2,-1,-1,-1,0.05,1
614,2,-1,-1,-1,0.02,1
615,2,1,1,1,0.02,1
616,2,-1,-1,-1,0.05,1
617,2,-1,-1,1,0.05,1
618,2,1,1,-1,0.05,1
619,2,1,1,1,0.05,1
620,2,-1,1,-1,0.05,1
621,2,1,-1,1,0.01,1
622,2,1,-1,1,0.02,1
623,2,-1,-1,1,0.01,1
624,2,1,1,1,0.01,1
625,2,1,1,-1,0.01,1
626,2,-1,-1,1,0.01,2
627,2,-1,-1,1,0.01,2
628,2,1,1,1,0.05,2
629,2,1,-1,1,0.02,2
630,2,-1,-1,-1,0.01,2
631,2,-1,-1,-1,0.05,2
632,2,1,-1,1,0.01,2
633,2,1,-1,-1,0.02,2
634,2,1,-1,1,0.01,2
635,2,-1,1,-1,0.01,2
636,2,1,1,-1,0.02,2
637,2,-1,1,1,0.02,2
638,2,1,-1,-1,0.02,2
639,2,1,1,1,0.02,2
640,2,1,-1,-1,0.05,1
641,2,1,1,1,0.02,1
642,2,-1,1,-1,0.02,1
643,2,1,-1,-1,0.02,1
644,2,-1,1,-1,0.05,1
645,2,1,1,1,0.02,1
646,2,1,1,-1,0.05,1
647,2,-1,-1,1,0.05,1
648,2,1,-1,1,0.01,1
649,2,-1,-1,1,0.05,1
650,2,1,-1,-1,0.01,1
651,2,1,1,1,0.02,1
652,2,-1,1,-1,0.01,1
653,2,-1,1,1,0.02,1
654,2,-1,1,-1,0.02,1
655,2,1,-1,1,0.02,1
656,2,1,-1,1,0.02,1
657,2,-1,-1,1,0.01,1
658,2,-1,-1,-1,0.01,1
659,2,1,1,-1,0.05,1
660,2,1,-1,1,0.01,1
661,2,-1,-1,-1,0.01,1
662,2,-1,1,-1,0.02,1
663,2,1,-1,1,0.01,1
664,2,-1,1,1,0.01,2
665,2,-1,-1,-1,0.02,2
666,2,1,-1,1,0.01,2
667,2,-1,-1,-1,0.01,2
668,2,1,-1,1,0.01,2
669,2,1,1,1,0.02,2
670,2,1,1,1,0.02,2
671,2,1,1,-1,0.01,2
672,2,1,-1,1,0.02,2
673,2,-1,-1,-1,0.05,2
674,2,-1,-1,-1,0.01,2
675,2,1,1,-1,0.05,2
676,2,1,-1,1,0.02,2
677,2,-1,1,-1,0.01,2
678,2,1,1,-1,0.01,2
679,2,-1,-1,1,0.05,2
680,2,1,1,1,0.02,2
681,2,1,1,-1,0.05,2
682,2,1,1,-1,0.02,2
683,2,-1,1,-1,0.02,2
684,2,-1,-1,-1,0.02,2
685,2,1,1,1,0.01,2
686,2,-1,1,1,0.01,1
687,2,1,-1,1,0.01,1
688,2,1,1,-1,0.02,1
689,2,1,-1,1,0.02,1
690,2,-1,1,1,0.01,1
691,2,1,-1,-1,0.02,1
692,2,-1,-1,1,0.02,1
693,2,1,1,1,0.01,1
694,2,1,1,1,0.02,1
695,2,1,-1,1,0.02,1
696,2,1,-1,-1,0.05,1
697,2,-1,1,-1,0.02,1
698,2,1,1,1,0.02,1
699,2,1,1,-1,0.01,1
700,2,1,1,1,0.02,1
701,2,1,1,-1,0.01,1
702,2,1,1,-1,0.05,1
703,2,1,1,1,0.02,1
704,2,-1,-1,-1,0.02,1
705,2,-1,-1,1,0.05,1
706,2,-1,-1,1,0.05,1
707,2,1,1,1,0.01,1
708,2,-1,1,1,0.05,1
709,2,-1,-1,1,0.02,1
710,2,1,1,-1,0.02,1
711,2,-1,-1,-1,0.02,1
712,2,-1,-1,1,0.02,1
713,2,-1,-1,-1,0.05,1
714,2,-1,-1,-1,0.05,1
715,2,1,-1,1,0.01,1
716,2,1,1,1,0.02,1
717,2,-1,1,-1,0.05,1
718,2,1,1,1,0.01,1
719,2,-1,-1,1,0.01,1
720,2,1,1,1,0.02,1
721,2,-1,1,1,0.01,1
722,2,-1,-1,1,0.01,1
723,2,-1,-1,1,0.01,1
724,2,1,1,-1,0.05,1
725,2,-1,-1,1,0.02,1
726,2,1,1,1,0.02,1
727,2,1,1,1,0.05,1
728,2,-1,-1,1,0.01,1
729,2,-1,-1,1,0.01,1
730,2,1,-1,1,0.02,1
731,2,1,-1,-1,0.05,1
732,2,-1,-1,1,0.05,1
733,2,-1,-1,-1,0.05,1
734,2,-1,-1,-1,0.05,1
735,2,1,1,1,0.02,1
736,2,-1,-1,-1,0.01,1
737,2,1,1,-1,0.01,1
738,2,-1,-1,1,0.05,1
739,2,1,1,1,0.02,1
740,2,-1,1,-1,0.02,1
741,2,1,1,-1,0.05,1
742,2,-1,-1,1,0.01,1
743,2,-1,-1,-1,0.05,1
744,2,1,1,-1,0.01,1
745,2,-1,-1,1,0.02,1
746,2,-1,1,1,0.01,1
747,2,-1,-1,-1,0.01,1
748,2,-1,-1,1,0.05,1
749,2,-1,1,1,0.02,1
750,2,1,1,-1,0.05,1
751,2,-1,-1,1,0.05,1
752,2,1,-1,1,0.01,2
753,2,1,-1,-1,0.05,2
754,2,-1,-1,-1,0.05,2
755,2,1,1,1,0.05,2
756,2,-1,1,1,0.01,2
757,2,1,1,-1,0.01,2
758,2,-1,-1,1,0.02,2
759,2,-1,1,1,0.02,2
760,2,-1,1,-1,0.02,2
761,2,1,-1,1,0.02,2
762,2,1,1,1,0.05,2
763,2,-1,-1,-1,0.01,2
764,2,-1,-1,-1,0.01,2
765,2,1,1,-1,0.01,2
766,2,1,-1,-1,0.02,2
767,2,-1,-1,-1,0.02,2
768,2,1,1,1,0.05,2
769,2,-1,1,-1,0.02,2
770,2,-1,-1,1,0.01,2
771,2,-1,1,-1,0.02,2
772,2,-1,-1,-1,0.02,2
773,2,-1,1,-1,0.02,2
774,2,1,-1,1,0.02,2
775,2,1,1,1,0.05,1
776,2,1,-1,1,0.02,1
777,2,-1,1,-1,0.05,1
778,2,1,1,-1,0.01,1
779,2,1,1,-1,0.01,1
780,2,1,-1,1,0.01,1
781,2,-1,-1,1,0.05,1
782,2,1,1,1,0.01,1
783,2,1,1,-1,0.05,1
784,2,1,1,1,0.05,1
785,2,1,1,1,0.02,1
786,2,1,1,-1,0.01,1
787,2,1,-1,-1,0.02,1
788,2,1,1,1,0.01,1
789,2,1,1,1,0.01,1
790,2,1,1,-1,0.01,1
791,2,-1,-1,-1,0.05,1
792,2,1,-1,1,0.02,1
793,2,-1,-1,1,0.05,1
794,2,1,-1,1,0.02,1
795,2,-1,1,1,0.05,1
796,2,-1,-1,1,0.01,1
797,2,1,1,-1,0.01,1
