,obs,resp,stimulus,previous,contrast,state
187,1,1,1,-1,1.25,1
188,1,1,1,1,0.5,1
189,1,1,-1,1,0.75,1
190,1,1,1,1,0.5,1
191,1,1,1,-1,0.5,1
192,1,-1,-1,-1,1.5,1
193,1,-1,-1,-1,0.75,1
194,1,1,-1,1,0.75,1
195,1,1,-1,1,0.75,1
196,1,1,1,-1,0.75,1
197,1,1,1,-1,1.25,1
198,1,1,1,-1,0.5,1
199,1,1,1,1,1.5,2
200,1,-1,1,-1,1.25,2
201,1,-1,-1,-1,1.5,2
202,1,1,1,1,0.75,2
203,1,-1,1,-1,0.75,2
204,1,1,-1,1,0.5,2
205,1,1,1,1,0.5,2
206,1,1,1,-1,1.25,2
207,1,-1,1,-1,0.75,2
208,1,1,1,-1,1.5,2
209,1,-1,1,-1,0.5,2
210,1,1,-1,1,1.5,2
211,1,-1,-1,-1,1.25,2
212,1,1,-1,1,1.25,2
213,1,1,-1,1,1.5,2
214,1,-1,1,-1,0.75,2
215,1,1,-1,1,0.75,2
216,1,1,-1,1,0.75,2
217,1,-1,-1,-1,1.5,2
218,1,-1,-1,-1,1.5,2
219,1,1,-1,1,0.5,2
220,1,-1,-1,-1,0.5,2
221,1,-1,1,-1,0.75,2
222,1,-1,-1,-1,0.5,1
223,1,1,-1,1,1.25,1
224,1,1,1,1,0.75,1
225,1,1,1,1,0.5,1
226,1,1,-1,1,0.5,1
227,1,-1,-1,1,1.5,1
228,1,-1,-1,1,1.25,1
229,1,-1,-1,-1,0.75,1
230,1,1,1,-1,1.5,1
231,1,-1,-1,-1,0.5,1
232,1,1,1,-1,1.25,1
233,1,1,1,-1,1.25,2
234,1,-1,-1,1,1.25,1
235,1,1,-1,1,0.5,1
236,1,1,-1,1,1.25,1
237,1,-1,-1,1,0.75,1
238,1,1,-1,1,0.5,1
239,1,1,1,-1,0.5,1
240,1,-1,-1,-1,1.5,1
241,1,1,-1,1,0.5,2
242,1,1,1,1,0.5,2
243,1,1,-1,1,0.5,2
244,1,1,1,1,0.75,2
245,1,-1,1,-1,0.5,2
246,1,-1,-1,-1,1.5,2
247,1,1,1,1,0.5,1
248,1,1,-1,1,0.5,1
249,1,1,-1,1,0.75,1
250,1,1,1,-1,0.75,1
251,1,1,1,1,0.5,1
252,1,1,1,1,1.5,1
253,1,-1,-1,-1,0.75,1
254,1,-1,-1,-1,0.75,1
255,1,1,1,-1,0.5,1
256,1,1,1,1,0.75,1
257,1,-1,-1,-1,0.5,1
258,1,1,-1,1,1.25,1
259,1,1,1,-1,1.5,1
260,1,-1,-1,1,1.25,1
261,1,-1,1,-1,0.5,1
262,1,1,1,-1,0.5,1
263,1,1,1,-1,1.5,1
264,1,-1,-1,-1,1.5,1
265,1,-1,-1,-1,1.25,1
266,1,1,-1,1,0.5,1
267,1,1,1,-1,1.5,1
268,1,-1,-1,-1,0.75,1
269,1,1,1,-1,0.75,1
270,1,-1,-1,1,1.25,1
271,1,1,1,1,0.5,1
272,1,1,-1,1,0.5,1
273,1,1,1,1,1.25,1
274,1,1,1,1,1.25,1
275,1,1,1,1,1.25,1
276,1,-1,1,-1,1.25,2
277,1,-1,-1,-1,1.25,2
278,1,1,1,1,1.5,2
279,1,1,-1,1,0.75,2
280,1,-1,-1,-1,1.25,2
281,1,1,1,1,1.25,2
282,1,-1,1,-1,0.75,2
283,1,1,-1,1,0.5,2
284,1,1,1,-1,1.5,2
285,1,1,1,1,0.75,2
286,1,1,1,1,1.25,2
287,1,1,1,-1,1.25,2
288,1,-1,1,-1,0.5,2
289,1,1,1,1,0.5,2
290,1,1,-1,1,1.25,2
291,1,1,-1,1,0.75,2
292,1,1,1,1,1.5,2
293,1,1,-1,1,1.5,2
294,1,-1,-1,-1,1.25,2
295,1,1,-1,1,0.5,2
296,1,-1,1,-1,0.5,2
297,1,-1,1,-1,0.5,2
298,1,1,1,-1,1.5,2
299,1,-1,-1,1,1.5,1
300,1,-1,-1,-1,1.25,1
301,1,1,1,-1,0.5,1
302,1,-1,-1,-1,1.25,1
303,1,1,-1,1,0.5,2
304,1,1,1,1,0.5,2
305,1,-1,-1,-1,1.25,2
306,1,1,1,-1,0.75,1
307,1,1,1,-1,1.25,1
308,1,1,1,-1,1.25,2
309,1,1,-1,1,1.25,2
310,1,1,1,-1,1.25,2
311,1,-1,1,-1,0.5,2
312,1,1,1,1,1.25,2
313,1,1,1,1,1.5,2
314,1,1,1,1,1.5,2
315,1,1,-1,1,0.5,2
316,1,-1,-1,-1,0.75,2
317,1,-1,1,-1,0.75,2
318,1,1,-1,1,1.25,2
319,1,1,-1,1,1.25,2
320,1,-1,-1,-1,1.5,2
321,1,-1,-1,-1,0.75,1
322,1,1,1,1,0.5,2
323,1,-1,1,-1,0.5,2
324,1,1,-1,1,1.5,2
325,1,1,-1,1,0.5,2
326,1,1,1,1,0.75,2
327,1,-1,-1,-1,1.25,2
328,1,1,1,-1,0.5,2
329,1,1,1,-1,1.25,2
330,1,1,-1,1,0.75,2
331,1,-1,-1,-1,0.5,2
332,1,1,-1,1,1.5,2
333,1,-1,1,-1,0.5,2
334,1,-1,-1,-1,0.75,2
335,1,1,-1,1,0.5,2
336,1,1,-1,1,1.25,2
337,1,1,-1,1,0.5,2
338,1,1,-1,1,0.75,1
339,1,1,-1,1,0.5,1
340,1,1,1,1,0.5,1
341,1,1,1,-1,1.5,1
342,1,-1,-1,-1,0.75,2
343,1,1,1,-1,1.25,2
344,1,-1,-1,-1,1.5,2
345,1,1,-1,1,0.75,2
346,1,1,1,-1,1.25,2
347,1,1,1,1,1.5,2
348,1,1,-1,1,0.75,1
349,1,1,1,1,1.25,1
350,1,1,-1,1,0.5,1
351,1,1,1,-1,1.5,1
352,1,1,1,1,0.5,1
353,1,1,1,-1,0.75,1
354,1,1,1,-1,1.5,1
355,1,1,1,1,0.75,1
356,1,-1,-1,-1,1.5,1
357,1,-1,-1,-1,0.75,2
358,1,1,1,1,0.75,2
359,1,-1,-1,-1,0.5,2
360,1,1,-1,1,1.25,2
361,1,-1,1,-1,0.75,2
362,1,-1,1,-1,0.75,2
363,1,1,1,1,1.25,1
364,1,-1,-1,-1,0.5,1
365,1,-1,-1,1,0.75,1
366,1,-1,-1,-1,1.5,1
367,1,1,1,-1,1.25,1
368,1,-1,-1,-1,0.5,1
369,1,1,1,-1,0.5,1
370,1,1,1,1,0.5,1
371,1,1,-1,1,0.5,1
372,1,1,-1,1,0.75,2
373,1,-1,-1,-1,1.25,1
374,1,-1,-1,-1,1.25,1
375,1,-1,-1,1,1.25,1
376,1,1,1,-1,0.5,1
377,1,-1,-1,-1,1.25,1
378,1,-1,-1,-1,0.5,1
379,1,-1,1,-1,0.5,2
380,1,1,-1,1,0.5,2
381,1,-1,-1,-1,0.5,2
382,1,1,1,1,0.5,1
383,1,1,-1,-1,0.5,1
384,1,-1,1,-1,0.75,1
385,1,1,1,1,0.75,1
386,1,1,1,1,0.5,1
387,1,1,-1,1,0.75,1
388,1,1,1,1,1.5,1
389,1,-1,-1,-1,1.25,2
390,1,1,1,1,1.25,1
391,1,-1,1,-1,0.5,1
392,1,1,1,-1,0.5,1
393,1,-1,-1,-1,0.5,1
394,1,1,1,-1,1.5,1
395,1,-1,-1,1,1.25,1
396,1,-1,-1,1,1.25,1
397,1,1,-1,1,0.75,2
398,1,-1,-1,-1,0.5,1
399,1,-1,-1,-1,1.25,1
400,1,-1,-1,-1,1.5,2
401,1,-1,-1,-1,0.5,2
402,1,1,1,-1,0.75,2
403,1,-1,-1,-1,0.75,2
404,1,1,1,1,0.5,2
405,1,1,1,-1,1.25,1
406,1,-1,1,-1,0.75,2
407,1,-1,-1,1,1.5,1
408,1,-1,-1,1,0.75,1
409,1,-1,-1,-1,1.25,1
410,1,1,1,1,0.5,1
411,1,1,1,1,0.75,1
412,1,1,-1,1,0.5,1
413,1,1,1,-1,1.5,1
414,1,1,1,-1,1.5,1
415,1,1,1,-1,0.75,1
416,1,1,1,-1,1.25,1
417,1,-1,-1,-1,0.75,1
418,1,1,-1,1,1.25,1
419,1,1,1,-1,1.5,1
420,1,1,1,1,1.25,1
421,1,-1,-1,-1,0.75,1
422,1,-1,-1,-1,0.75,1
423,1,1,-1,1,0.75,1
424,1,1,-1,1,0.75,1
425,1,1,-1,1,0.75,1
426,1,1,-1,1,1.25,2
427,1,1,1,1,1.25,2
428,1,1,-1,1,0.75,1
429,1,1,1,1,0.75,2
430,1,1,1,1,0.5,2
431,1,1,1,-1,0.5,2
432,1,1,1,-1,0.75,2
433,1,1,1,-1,0.75,2
434,1,1,-1,1,1.25,2
435,1,1,1,-1,1.5,2
436,1,-1,-1,-1,1.5,2
437,1,1,1,-1,0.75,1
438,1,1,1,1,0.5,1
439,1,-1,-1,1,1.5,1
440,1,-1,-1,-1,1.5,1
441,1,1,-1,1,1.25,1
442,1,1,1,1,1.25,1
443,1,-1,1,-1,0.5,1
444,1,1,-1,1,1.25,2
445,1,-1,1,-1,0.75,2
446,1,1,1,1,0.5,2
447,1,-1,-1,-1,0.5,2
448,1,1,1,-1,1.5,2
449,1,-1,-1,-1,0.5,2
450,1,1,1,1,0.5,1
451,1,-1,-1,-1,1.25,1
452,1,-1,-1,-1,1.5,1
453,1,-1,-1,-1,1.25,1
454,1,-1,-1,-1,1.25,1
455,1,1,1,1,0.5,1
456,1,1,-1,1,1.5,2
457,1,1,1,1,1.25,2
458,1,-1,-1,-1,1.25,2
459,1,1,-1,1,0.5,1
460,1,-1,-1,-1,1.5,1
461,1,1,1,1,1.25,1
462,1,1,-1,1,0.5,1
463,1,-1,-1,1,1.25,1
464,1,1,-1,1,0.75,1
465,1,1,1,-1,1.25,1
466,1,-1,-1,-1,0.75,1
467,1,1,1,1,0.75,1
468,1,-1,-1,-1,0.5,1
469,1,1,1,1,0.75,1
470,1,-1,-1,-1,0.5,1
471,1,1,1,1,1.5,2
472,1,-1,-1,-1,1.25,2
473,1,-1,-1,-1,1.5,2
474,1,1,-1,1,0.5,2
475,1,1,1,1,1.5,2
476,1,1,1,-1,1.5,2
477,1,1,1,-1,1.25,2
478,1,1,-1,1,0.75,2
479,1,1,1,-1,0.75,2
480,1,1,1,-1,1.5,2
481,1,1,1,1,0.5,2
482,1,-1,1,-1,0.5,2
483,1,1,1,1,1.5,2
484,1,1,-1,1,1.25,2
485,1,1,1,1,1.25,1
486,1,-1,-1,1,1.25,1
487,1,-1,-1,1,0.75,1
488,1,1,1,-1,0.75,1
489,1,-1,-1,-1,1.5,1
490,1,-1,-1,-1,0.75,2
491,1,1,1,-1,1.5,2
492,1,1,1,1,1.5,2
493,1,1,-1,1,1.5,2
494,1,1,1,1,1.25,2
495,1,1,-1,1,1.25,2
496,1,1,1,-1,1.5,2
497,1,1,1,-1,0.75,2
498,1,-1,-1,-1,0.5,2
499,1,1,1,-1,1.5,2
500,2,-1,-1,0,0.75,2
501,2,1,1,-1,0.5,1
502,2,-1,-1,1,1.5,1
503,2,1,-1,1,0.5,1
504,2,1,1,-1,0.5,1
505,2,1,1,-1,0.75,1
506,2,-1,-1,-1,1.5,1
507,2,-1,-1,-1,1.25,1
508,2,1,1,1,1.25,1
509,2,1,1,-1,1.5,1
510,2,-1,-1,1,1.25,1
511,2,-1,-1,-1,0.5,1
512,2,1,1,-1,1.5,1
513,2,-1,-1,1,1.25,1
514,2,-1,-1,-1,0.75,1
515,2,-1,-1,-1,0.75,1
516,2,-1,-1,-1,0.75,1
517,2,-1,1,-1,0.75,1
518,2,-1,-1,-1,0.5,1
519,2,-1,1,-1,0.5,2
520,2,-1,-1,-1,0.5,2
521,2,1,-1,1,0.75,2
522,2,1,1,-1,0.5,2
523,2,-1,-1,-1,1.25,2
524,2,-1,-1,1,1.5,2
525,2,1,1,1,1.5,2
526,2,1,-1,1,1.5,2
527,2,-1,-1,-1,1.25,2
528,2,1,1,1,1.5,2
529,2,1,1,-1,1.5,1
530,2,1,1,-1,0.5,1
531,2,-1,-1,1,1.5,1
532,2,-1,-1,-1,0.5,1
533,2,1,-1,1,1.25,2
534,2,-1,-1,-1,0.5,2
535,2,-1,1,-1,0.5,2
536,2,1,1,1,0.75,1
537,2,1,-1,1,0.5,1
538,2,1,1,-1,1.25,1
539,2,-1,-1,1,1.5,1
540,2,-1,1,-1,0.75,2
541,2,1,-1,1,1.25,2
542,2,1,1,1,1.25,2
543,2,-1,1,-1,1.25,2
544,2,1,1,1,0.75,2
545,2,1,-1,1,1.5,2
546,2,-1,-1,-1,1.5,2
547,2,-1,-1,-1,1.5,2
548,2,1,-1,1,0.75,2
549,2,1,1,1,1.5,2
550,2,-1,-1,-1,0.5,2
551,2,1,1,1,1.25,2
552,2,1,1,1,1.25,1
553,2,1,1,-1,1.25,1
554,2,1,1,1,0.75,1
555,2,1,-1,1,1.25,2
556,2,-1,-1,-1,1.5,2
557,2,-1,1,-1,0.5,2
558,2,1,1,1,0.5,2
559,2,1,-1,1,1.5,2
560,2,1,1,-1,0.75,1
561,2,-1,-1,-1,0.75,2
562,2,1,1,1,1.5,2
563,2,1,-1,1,1.5,2
564,2,1,1,-1,1.5,2
565,2,-1,-1,-1,0.5,2
566,2,1,-1,1,0.5,2
567,2,-1,-1,-1,0.75,1
568,2,1,1,1,1.25,1
569,2,1,-1,1,1.25,1
570,2,-1,-1,-1,1.5,1
571,2,1,1,1,0.75,1
572,2,1,1,-1,0.75,1
573,2,-1,-1,1,1.5,1
574,2,1,-1,1,0.75,1
575,2,1,1,-1,1.25,1
576,2,1,1,-1,1.5,1
577,2,-1,-1,-1,1.25,1
578,2,1,1,-1,0.75,1
579,2,-1,-1,-1,1.25,1
580,2,1,-1,1,0.5,1
581,2,-1,-1,1,1.5,1
582,2,-1,-1,-1,0.75,1
583,2,1,-1,1,0.75,1
584,2,-1,-1,-1,1.5,1
585,2,1,-1,1,0.75,1
586,2,-1,-1,-1,0.75,1
587,2,1,1,1,0.5,1
588,2,1,1,-1,1.25,1
589,2,1,-1,1,0.5,1
590,2,-1,-1,-1,0.5,1
591,2,1,1,1,1.25,1
592,2,-1,-1,-1,0.75,2
593,2,1,-1,1,0.75,2
594,2,1,1,1,1.25,1
595,2,-1,-1,1,1.5,1
596,2,1,1,1,0.75,1
597,2,-1,-1,-1,1.5,2
598,2,-1,-1,-1,1.5,1
599,2,1,1,1,0.5,1
600,2,1,1,1,1.5,1
601,2,1,-1,1,1.25,2
602,2,1,1,1,1.5,2
603,2,1,1,1,1.25,2
604,2,1,-1,1,1.25,2
605,2,1,1,1,1.25,2
606,2,1,1,1,0.75,2
607,2,1,1,1,0.75,2
608,2,-1,-1,-1,0.5,2
609,2,-1,-1,-1,0.75,2
610,2,-1,-1,-1,1.25,2
611,2,1,-1,1,0.75,2
612,2,-1,1,-1,1.25,2
613,2,-1,-1,-1,0.5,2
614,2,1,-1,1,0.75,2
615,2,-1,-1,-1,1.25,2
616,2,1,1,-1,1.5,1
617,2,-1,-1,-1,1.5,1
618,2,1,1,1,0.5,1
619,2,-1,-1,-1,0.75,1
620,2,-1,-1,-1,1.5,1
621,2,-1,-1,-1,0.75,2
622,2,-1,1,-1,1.5,2
623,2,1,-1,1,1.25,2
624,2,1,-1,-1,0.5,1
625,2,1,1,1,1.5,1
626,2,1,1,-1,1.25,1
627,2,-1,-1,1,1.25,1
628,2,1,1,-1,0.75,1
629,2,-1,1,-1,0.5,2
630,2,1,-1,1,0.5,2
631,2,1,-1,1,0.75,2
632,2,1,1,1,1.25,2
633,2,1,1,-1,1.5,2
634,2,1,-1,1,0.5,2
635,2,-1,-1,-1,1.5,2
636,2,1,1,-1,1.5,2
637,2,-1,1,-1,0.75,2
638,2,-1,1,-1,0.5,2
639,2,-1,-1,-1,1.5,2
640,2,1,1,1,0.75,2
641,2,-1,1,-1,0.5,1
642,2,1,1,1,1.5,1
643,2,-1,-1,-1,1.25,1
644,2,-1,-1,-1,0.5,1
645,2,-1,-1,-1,1.5,1
646,2,1,1,1,0.5,1
647,2,1,1,-1,0.5,1
648,2,-1,-1,1,1.5,1
649,2,1,1,-1,1.25,1
650,2,1,1,1,0.75,1
651,2,1,1,-1,1.25,1
652,2,-1,-1,-1,1.5,1
653,2,1,-1,1,0.5,1
654,2,1,1,1,1.25,1
655,2,1,1,-1,1.25,1
656,2,-1,-1,-1,0.75,1
657,2,-1,-1,-1,1.25,1
658,2,1,1,-1,0.75,1
659,2,-1,-1,-1,0.5,1
660,2,1,1,-1,0.75,1
661,2,1,1,1,1.5,1
662,2,1,-1,1,0.5,1
663,2,1,-1,1,0.75,2
664,2,-1,-1,-1,0.75,2
665,2,1,1,1,0.5,2
666,2,1,1,1,1.25,2
667,2,1,1,-1,1.5,1
668,2,-1,-1,-1,1.5,1
669,2,1,1,1,1.25,1
670,2,1,1,-1,0.75,1
671,2,1,-1,1,0.75,2
672,2,-1,-1,-1,1.25,2
673,2,1,1,-1,1.5,1
674,2,1,1,-1,1.5,2
675,2,1,1,1,0.5,2
676,2,-1,-1,-1,0.75,1
677,2,1,-1,1,0.5,1
678,2,-1,-1,1,0.75,1
679,2,1,1,1,1.5,1
680,2,-1,-1,-1,0.5,1
681,2,1,-1,1,0.5,2
682,2,-1,-1,-1,1.25,2
683,2,1,1,1,0.75,2
684,2,-1,-1,-1,0.75,2
685,2,1,1,1,1.5,2
686,2,1,1,1,1.5,2
687,2,1,1,1,1.25,2
688,2,1,1,-1,0.75,2
689,2,1,-1,1,1.25,2
690,2,1,1,1,0.5,2
691,2,1,1,-1,1.25,1
692,2,1,1,-1,1.25,1
693,2,1,1,-1,1.25,1
694,2,1,1,1,0.75,1
695,2,-1,1,-1,0.75,2
696,2,-1,-1,-1,0.5,2
697,2,-1,-1,-1,1.5,2
698,2,1,-1,1,0.75,2
699,2,-1,-1,-1,0.75,2
700,2,-1,-1,1,1.5,2
701,2,-1,1,-1,0.5,2
702,2,-1,-1,-1,1.5,2
703,2,-1,-1,-1,1.5,2
704,2,1,-1,1,1.5,2
705,2,1,1,1,0.75,2
706,2,-1,1,-1,0.75,2
707,2,1,-1,1,1.5,2
708,2,1,-1,1,0.75,2
709,2,1,1,1,1.25,1
710,2,1,1,-1,1.25,1
711,2,1,1,-1,1.5,2
712,2,-1,1,-1,1.25,2
713,2,1,1,1,1.25,2
714,2,1,1,-1,1.25,2
715,2,1,-1,1,1.5,2
716,2,1,1,1,1.5,2
717,2,1,-1,1,0.5,2
718,2,-1,1,-1,0.5,2
719,2,1,1,-1,0.5,2
720,2,1,1,1,1.5,2
721,2,1,-1,1,0.5,2
722,2,-1,-1,-1,1.5,2
723,2,1,-1,1,1.25,2
724,2,1,-1,1,0.5,2
725,2,-1,-1,-1,1.5,2
726,2,1,-1,1,1.5,2
727,2,-1,-1,-1,1.5,2
728,2,-1,1,-1,1.25,2
729,2,1,1,-1,1.25,2
730,2,-1,1,-1,0.5,2
731,2,1,1,1,1.25,2
732,2,-1,-1,-1,1.25,2
733,2,1,1,-1,0.5,2
734,2,-1,-1,-1,0.75,2
735,2,-1,-1,-1,1.25,1
736,2,1,1,1,0.5,1
737,2,1,1,1,1.25,1
738,2,1,-1,1,0.5,1
739,2,1,1,1,0.75,1
740,2,1,1,-1,1.25,1
741,2,-1,-1,-1,0.75,1
742,2,-1,-1,-1,1.25,1
743,2,1,-1,1,0.75,1
744,2,1,1,1,0.5,1
745,2,1,1,-1,1.5,1
746,2,-1,-1,1,1.25,1
747,2,1,1,1,1.25,1
748,2,1,1,1,1.25,1
749,2,1,-1,1,1.25,1
750,2,-1,-1,-1,1.5,1
751,2,1,1,-1,1.25,1
752,2,1,1,-1,0.5,1
753,2,-1,-1,-1,0.75,1
754,2,-1,-1,1,1.5,1
755,2,1,-1,1,0.5,1
756,2,-1,-1,-1,0.75,2
757,2,-1,-1,-1,1.5,2
758,2,1,1,1,1.5,2
759,2,-1,-1,-1,0.5,2
760,2,-1,-1,-1,1.5,2
761,2,-1,-1,-1,0.5,2
762,2,1,1,1,0.75,2
763,2,-1,-1,-1,0.75,2
764,2,1,1,1,0.75,2
765,2,1,-1,1,0.5,2
766,2,1,-1,1,0.75,2
767,2,-1,-1,-1,1.25,2
768,2,1,1,-1,1.5,2
769,2,-1,-1,-1,0.5,2
770,2,-1,1,-1,0.75,2
771,2,-1,-1,-1,0.75,2
772,2,-1,-1,-1,0.75,2
773,2,1,1,1,0.5,2
774,2,1,-1,1,0.5,2
775,2,-1,1,-1,0.75,2
776,2,-1,1,-1,0.5,2
777,2,1,1,-1,1.5,2
778,2,1,1,1,1.25,2
779,2,1,1,1,1.5,2
780,2,-1,-1,-1,1.5,2
781,2,1,-1,1,1.25,2
782,2,-1,1,-1,0.5,2
783,2,-1,-1,-1,1.5,2
784,2,1,1,1,1.25,2
785,2,1,1,1,1.5,2
786,2,1,1,-1,0.75,1
787,2,1,1,1,1.25,1
788,2,1,-1,1,0.5,1
789,2,-1,-1,1,1.5,1
790,2,1,1,1,1.25,2
791,2,-1,1,-1,0.5,2
792,2,1,1,1,1.25,2
793,2,1,1,1,0.75,1
794,2,1,1,1,0.5,1
795,2,1,1,1,0.5,1
796,2,-1,1,-1,0.5,1
797,2,1,-1,1,0.5,1
798,2,1,1,1,1.25,1
799,2,-1,-1,1,1.5,1
