,obs,resp,stimulus,previous,contrast,state
691,2,1,-1,1,0.01,2
692,2,-1,-1,-1,0.01,2
693,2,1,-1,1,0.05,2
694,2,1,1,-1,0.02,2
695,2,-1,1,-1,0.02,2
696,2,1,1,1,0.02,2
697,2,1,-1,1,0.05,2
698,2,-1,1,-1,0.05,2
699,2,1,1,1,0.05,2
700,2,1,1,-1,0.05,2
701,2,-1,-1,-1,0.05,2
702,2,1,-1,1,0.02,2
703,2,-1,1,-1,0.01,2
704,2,1,1,-1,0.1,2
705,2,1,-1,1,0.1,2
706,2,1,-1,1,0.02,2
707,2,1,1,1,0.05,2
708,2,-1,-1,-1,0.01,1
709,2,1,1,1,0.05,1
710,2,-1,-1,1,0.05,1
711,2,1,1,1,0.05,1
712,2,1,1,-1,0.05,1
713,2,-1,1,-1,0.01,2
714,2,-1,-1,-1,0.05,2
715,2,1,1,-1,0.1,2
716,2,1,1,1,0.1,2
717,2,1,-1,1,0.01,2
718,2,1,1,-1,0.05,2
719,2,-1,1,-1,0.01,2
720,2,1,1,1,0.01,2
721,2,-1,1,-1,0.02,2
722,2,1,1,1,0.05,2
723,2,1,1,1,0.02,2
724,2,-1,-1,-1,0.05,2
725,2,1,1,1,0.05,1
726,2,-1,-1,-1,0.02,1
727,2,1,1,1,0.1,1
728,2,-1,-1,-1,0.1,1
729,2,1,-1,1,0.01,2
730,2,1,-1,1,0.01,2
731,2,-1,-1,-1,0.02,2
732,2,1,1,-1,0.05,2
733,2,-1,-1,-1,0.01,2
734,2,1,-1,1,0.05,2
735,2,1,1,1,0.1,2
736,2,-1,-1,-1,0.05,2
737,2,1,1,-1,0.05,2
738,2,1,1,1,0.01,2
739,2,-1,-1,-1,0.1,2
740,2,1,1,1,0.05,2
741,2,1,1,1,0.02,1
742,2,-1,-1,-1,0.05,1
743,2,1,1,-1,0.05,1
744,2,1,-1,1,0.01,1
745,2,-1,-1,-1,0.01,1
746,2,1,-1,1,0.02,1
747,2,-1,-1,1,0.1,1
748,2,-1,-1,1,0.05,1
749,2,1,1,1,0.01,2
750,2,1,-1,1,0.02,2
751,2,-1,-1,-1,0.01,2
752,2,-1,-1,-1,0.05,2
753,2,1,1,1,0.02,2
754,2,1,-1,1,0.1,2
755,2,-1,-1,-1,0.01,2
756,2,-1,-1,-1,0.01,2
757,2,1,-1,1,0.02,2
758,2,1,-1,1,0.01,2
759,2,1,-1,1,0.1,2
760,2,1,-1,1,0.1,2
761,2,-1,1,-1,0.01,2
762,2,1,1,1,0.1,2
763,2,-1,-1,-1,0.01,1
764,2,1,1,1,0.02,1
765,2,1,1,1,0.05,1
766,2,1,1,-1,0.01,1
767,2,-1,-1,-1,0.1,1
768,2,1,-1,1,0.02,2
769,2,1,1,-1,0.02,2
770,2,1,1,-1,0.1,2
771,2,1,-1,1,0.02,2
772,2,1,1,1,0.05,2
773,2,1,1,1,0.1,1
774,2,1,-1,1,0.01,2
775,2,1,1,1,0.01,2
776,2,-1,-1,-1,0.02,1
777,2,1,1,-1,0.05,1
778,2,1,1,1,0.02,1
779,2,1,1,-1,0.01,1
780,2,1,1,-1,0.05,2
781,2,1,1,1,0.1,2
782,2,1,1,-1,0.05,1
783,2,-1,-1,-1,0.1,1
784,2,1,1,1,0.1,1
785,2,-1,-1,-1,0.02,1
786,2,1,1,1,0.02,2
787,2,1,1,-1,0.02,1
788,2,-1,-1,1,0.1,1
789,2,-1,1,-1,0.02,1
790,2,-1,-1,-1,0.01,2
791,2,1,1,1,0.01,2
792,2,-1,-1,-1,0.05,2
793,2,-1,-1,-1,0.05,2
794,2,1,1,-1,0.1,2
795,2,-1,1,-1,0.02,2
796,2,1,1,1,0.1,2
797,2,1,1,1,0.02,2
798,2,1,1,1,0.1,2
799,2,-1,-1,-1,0.1,1
