,ID,resp,theta,previous,contrast,state,stim*contrast,block,correct,trial,previous_congruent,stim*contrast_congruent,Gl_Prob_State_ext,Gl_Prob_State_int,Predicted_state
46,1,0,-1,-1,0.02,2,-0.02,1,1,47,1,1,0.4244033880322866,0.5755966119677017,2
47,1,1,-1,1,0.02,2,-0.02,1,0,48,1,0,0.4954849558984316,0.5045150441015546,2
48,1,1,1,-1,0.05,1,0.05,1,1,49,0,1,0.5688738713816694,0.4311261286183248,1
49,1,0,1,-1,0.02,1,0.02,1,0,50,1,0,0.4747646194893169,0.5252353805106786,2
50,1,0,-1,-1,0.05,1,-0.05,1,1,51,1,1,0.4157135056832919,0.5842864943167022,2
51,1,0,-1,-1,0.05,2,-0.05,1,1,52,1,1,0.3747699124094399,0.6252300875905721,2
52,1,0,-1,-1,0.01,1,-0.01,1,1,53,1,1,0.3487900259520333,0.6512099740479672,2
53,1,0,1,-1,0.01,1,0.01,1,0,54,1,0,0.3404923524235176,0.6595076475764888,2
54,1,0,1,-1,0.05,1,0.05,1,0,55,1,0,0.351730155190659,0.6482698448093466,2
55,1,0,1,-1,0.02,1,0.02,1,0,56,1,0,0.3903248410703268,0.6096751589296645,2
56,1,1,1,1,0.01,1,0.01,1,1,57,1,1,0.4563919310205013,0.5436080689794963,2
57,1,1,-1,-1,0.1,1,-0.1,1,0,58,0,0,0.5230350231949638,0.4769649768050319,1
58,1,1,1,1,0.02,1,0.02,1,1,59,1,1,0.4766109959241125,0.5233890040758881,2
59,1,1,1,1,0.02,1,0.02,1,1,60,1,1,0.4312911810991593,0.5687088189008312,2
60,1,1,1,1,0.02,1,0.02,1,1,61,1,1,0.3853459104288022,0.614654089571189,2
61,1,0,-1,-1,0.01,1,-0.01,1,1,62,1,1,0.3370216445810822,0.6629783554189116,2
62,1,0,-1,-1,0.1,1,-0.1,1,1,63,1,1,0.3072918081184896,0.6927081918815204,2
63,1,1,-1,1,0.05,1,-0.05,1,0,64,1,0,0.2838792947778656,0.7161207052221314,2
64,1,0,1,-1,0.01,1,0.01,1,0,65,1,0,0.2543320452950413,0.7456679547049514,2
65,1,0,1,-1,0.01,1,0.01,1,0,66,1,0,0.2397499087383794,0.7602500912616077,2
66,1,1,1,1,0.1,2,0.1,1,1,67,1,1,0.2384592167720731,0.7615407832279251,2
67,1,0,-1,-1,0.02,2,-0.02,1,1,68,1,1,0.228579865610969,0.7714201343890223,2
68,1,1,-1,1,0.05,2,-0.05,1,0,69,1,0,0.227647921245137,0.7723520787548528,2
69,1,1,-1,1,0.05,2,-0.05,1,0,70,1,0,0.2182350056492297,0.7817649943507762,2
70,1,0,-1,-1,0.05,2,-0.05,1,1,71,1,1,0.1999804291100318,0.8000195708899748,2
71,1,0,1,-1,0.01,2,0.01,1,0,72,1,0,0.1860519484937612,0.8139480515062523,2
72,1,0,-1,-1,0.02,2,-0.02,1,1,73,1,1,0.1813967950883743,0.8186032049116373,2
73,1,1,-1,1,0.01,2,-0.01,1,0,74,1,0,0.1822904552839542,0.8177095447160576,2
74,1,0,-1,-1,0.1,2,-0.1,1,1,75,1,1,0.1726688507376521,0.8273311492623341,2
75,1,0,1,-1,0.1,2,0.1,1,0,76,1,0,0.1614656998924354,0.8385343001075765,2
76,1,1,-1,1,0.01,2,-0.01,1,0,77,1,0,0.1690763286958481,0.8309236713041593,2
77,1,0,1,-1,0.1,2,0.1,1,0,78,1,0,0.1656262549905232,0.834373745009474,2
78,1,0,-1,-1,0.05,2,-0.05,1,1,79,1,1,0.1815755911899478,0.8184244088100485,2
79,1,1,-1,1,0.05,2,-0.05,1,0,80,1,0,0.2006710086336458,0.799328991366345,2
80,1,1,-1,1,0.02,2,-0.02,1,0,81,1,0,0.2102088056838832,0.789791194316113,2
81,1,0,-1,-1,0.05,2,-0.05,1,1,82,1,1,0.2104129094977747,0.7895870905022128,2
82,1,0,-1,-1,0.01,2,-0.01,1,1,83,1,1,0.2153190283045821,0.7846809716954157,2
83,1,0,-1,-1,0.01,2,-0.01,1,1,84,1,1,0.2294492022351592,0.7705507977648339,2
84,1,1,1,1,0.01,2,0.01,1,1,85,1,1,0.2542095185144757,0.7457904814855303,2
85,1,0,-1,-1,0.1,2,-0.1,1,1,86,1,1,0.2713287386678444,0.7286712613321612,2
86,1,0,1,-1,0.1,2,0.1,1,0,87,1,0,0.292682575062447,0.7073174249375617,2
87,1,1,-1,1,0.1,2,-0.1,1,0,88,1,0,0.3486600530851267,0.6513399469148756,2
88,1,0,-1,-1,0.01,2,-0.01,1,1,89,1,1,0.4017032719161789,0.5982967280838069,2
89,1,1,-1,-1,0.1,2,-0.1,1,0,90,0,0,0.4796453932377257,0.5203546067622632,2
90,1,0,1,-1,0.02,2,0.02,1,0,91,1,0,0.4415533334874092,0.5584466665126041,2
91,1,0,-1,-1,0.05,2,-0.05,1,1,92,1,1,0.4304118001723542,0.5695881998276533,2
92,1,1,-1,1,0.01,2,-0.01,1,0,93,1,0,0.4356541079595465,0.5643458920404476,2
93,1,1,-1,1,0.01,2,-0.01,1,0,94,1,0,0.4403901139456161,0.5596098860543968,2
94,1,1,-1,1,0.01,1,-0.01,1,0,95,1,0,0.4448008324937093,0.5551991675062947,2
95,1,0,-1,-1,0.02,1,-0.02,1,1,96,1,1,0.4490548451917091,0.5509451548083047,2
96,1,1,-1,1,0.1,1,-0.1,1,0,97,1,0,0.4743490516358643,0.5256509483641256,2
97,1,0,-1,-1,0.05,1,-0.05,1,1,98,1,1,0.501284671413175,0.4987153285868337,1
98,1,1,-1,1,0.01,1,-0.01,1,0,99,1,0,0.5487962101941698,0.4512037898058295,1
99,1,1,-1,1,0.01,1,-0.01,1,0,100,1,0,0.6003211466424327,0.3996788533575696,1
100,1,1,-1,1,0.05,1,-0.05,1,0,101,1,0,0.6578288096792348,0.3421711903207766,1
101,1,0,-1,-1,0.02,1,-0.02,1,1,102,1,1,0.7237750395983891,0.2762249604015971,1
102,1,1,-1,-1,0.01,1,-0.01,1,0,103,0,0,0.8264637646268875,0.1735362353731124,1
103,1,1,1,1,0.1,1,0.1,1,1,104,1,1,0.8156115843804721,0.1843884156195318,1
104,1,1,1,1,0.05,1,0.05,1,1,105,1,1,0.8178820232244786,0.1821179767755339,1
105,1,1,1,-1,0.01,1,0.01,1,1,106,0,1,0.8334844562933046,0.1665155437066849,1
106,1,1,-1,1,0.02,1,-0.02,1,0,107,1,0,0.7336820544931402,0.2663179455068531,1
107,1,1,-1,1,0.05,2,-0.05,1,0,108,1,0,0.6453229543193223,0.3546770456806732,1
108,1,0,-1,-1,0.05,2,-0.05,1,1,109,1,1,0.5652496884298276,0.4347503115701839,1
109,1,0,-1,-1,0.05,2,-0.05,1,1,110,1,1,0.5107773371840179,0.4892226628159696,1
110,1,1,-1,1,0.02,2,-0.02,1,0,111,1,0,0.4777232944333183,0.5222767055666899,2
111,1,1,1,1,0.1,2,0.1,1,1,112,1,1,0.445924400232437,0.5540755997675537,2
112,1,1,-1,1,0.01,2,-0.01,1,0,113,1,0,0.4136775446952253,0.5863224553047616,2
113,1,0,-1,-1,0.05,2,-0.05,1,1,114,1,1,0.3801860618455889,0.6198139381544002,2
114,1,1,1,1,0.05,2,0.05,1,1,115,1,1,0.3614835399176653,0.6385164600823237,2
115,1,1,-1,1,0.02,2,-0.02,1,0,116,1,0,0.3391981472765973,0.6608018527234127,2
116,1,0,1,-1,0.05,2,0.05,1,0,117,1,0,0.3127819444600612,0.6872180555399476,2
117,1,1,-1,1,0.1,2,-0.1,1,0,118,1,0,0.3106088307918064,0.6893911692081823,2
118,1,1,-1,1,0.01,2,-0.01,1,0,119,1,0,0.3036133831291357,0.6963866168708743,2
119,1,0,-1,-1,0.1,2,-0.1,1,1,120,1,1,0.290985742604852,0.7090142573951518,2
120,1,1,1,1,0.02,2,0.02,1,1,121,1,1,0.2833866407465045,0.7166133592534896,2
121,1,1,1,1,0.05,2,0.05,1,1,122,1,1,0.2692310671854732,0.7307689328145296,2
122,1,0,1,-1,0.05,2,0.05,1,0,123,1,0,0.2478721560332927,0.7521278439667116,2
123,1,0,-1,-1,0.02,2,-0.02,1,1,124,1,1,0.246065605480564,0.7539343945194281,2
124,1,0,-1,-1,0.02,2,-0.02,1,1,125,1,1,0.2543341637493903,0.7456658362506168,2
125,1,1,1,1,0.1,2,0.1,1,1,126,1,1,0.2734462837617593,0.7265537162382396,2
126,1,1,1,1,0.1,2,0.1,1,1,127,1,1,0.2853713191963391,0.7146286808036523,2
127,1,0,-1,-1,0.1,2,-0.1,1,1,128,1,1,0.2905632406865954,0.7094367593134017,2
128,1,1,1,1,0.1,2,0.1,1,1,129,1,1,0.3007272503110651,0.699272749688939,2
129,1,1,1,1,0.1,2,0.1,1,1,130,1,1,0.3047581728792802,0.6952418271207097,2
130,1,1,1,1,0.05,2,0.05,1,1,131,1,1,0.3028094603857622,0.6971905396142278,2
131,1,1,-1,1,0.02,2,-0.02,1,0,132,1,0,0.2949522981104744,0.7050477018895337,2
132,1,0,-1,-1,0.05,2,-0.05,1,1,133,1,1,0.2811705098467935,0.7188294901532138,2
133,1,1,-1,1,0.01,2,-0.01,1,0,134,1,0,0.2764644522002048,0.7235355477997828,2
134,1,1,1,1,0.01,2,0.01,1,1,135,1,1,0.2650473317685334,0.7349526682314664,2
135,1,0,-1,-1,0.02,1,-0.02,1,1,136,1,1,0.246397569108249,0.7536024308917532,2
136,1,0,1,-1,0.1,1,0.1,1,0,137,1,0,0.238077472483502,0.7619225275165034,2
137,1,1,1,1,0.02,1,0.02,1,1,138,1,1,0.2565013999368251,0.743498600063186,2
138,1,0,1,-1,0.01,1,0.01,1,0,139,1,0,0.2673123297749079,0.7326876702250955,2
139,1,0,1,-1,0.1,1,0.1,1,0,140,1,0,0.2937350518474171,0.7062649481525929,2
140,1,0,-1,-1,0.05,1,-0.05,1,1,141,1,1,0.3558557547360781,0.6441442452639282,2
141,1,1,-1,-1,0.02,1,-0.02,1,0,142,0,0,0.4355458683058872,0.5644541316941101,2
142,1,0,1,-1,0.02,1,0.02,1,0,143,1,0,0.3685887703319634,0.6314112296680316,2
143,1,0,-1,-1,0.02,1,-0.02,1,1,144,1,1,0.3282001949973489,0.671799805002646,2
144,1,1,1,1,0.01,1,0.01,1,1,145,1,1,0.3040237944331326,0.6959762055668668,2
145,1,1,1,1,0.1,2,0.1,1,1,146,1,1,0.2742080903610172,0.7257919096389778,2
146,1,0,-1,-1,0.01,2,-0.01,1,1,147,1,1,0.2373101439231851,0.7626898560768103,2
147,1,0,1,-1,0.02,2,0.02,1,0,148,1,0,0.2123811315360713,0.7876188684639409,2
148,1,0,-1,-1,0.05,2,-0.05,1,1,149,1,1,0.2004671553874424,0.799532844612569,2
149,1,0,-1,-1,0.1,2,-0.1,1,1,150,1,1,0.1927124775142471,0.8072875224857547,2
150,1,0,1,-1,0.02,2,0.02,1,0,151,1,0,0.1845540879312333,0.8154459120687779,2
151,1,1,-1,1,0.02,1,-0.02,1,0,152,1,0,0.1865782236090778,0.8134217763909274,2
152,1,0,-1,-1,0.02,1,-0.02,1,1,153,1,1,0.1783018960469954,0.8216981039530145,2
153,1,0,-1,-1,0.02,1,-0.02,1,1,154,1,1,0.1753823459760562,0.8246176540239303,2
154,1,0,1,-1,0.01,1,0.01,1,0,155,1,0,0.1775482399049989,0.822451760094994,2
155,1,0,-1,-1,0.1,2,-0.1,1,1,156,1,1,0.1882085133924217,0.811791486607571,2
156,1,0,1,-1,0.01,2,0.01,1,0,157,1,0,0.1982356992544509,0.8017643007455416,2
157,1,1,1,1,0.05,2,0.05,1,1,158,1,1,0.218759513924216,0.7812404860757916,2
158,1,0,-1,-1,0.05,1,-0.05,1,1,159,1,1,0.2300652063735771,0.769934793626429,2
159,1,0,-1,-1,0.02,1,-0.02,1,1,160,1,1,0.2475612495264638,0.7524387504735307,2
160,1,0,1,-1,0.1,1,0.1,1,0,161,1,0,0.27592058735465,0.7240794126453614,2
161,1,0,1,-1,0.02,1,0.02,1,0,162,1,0,0.3389205574591045,0.6610794425409069,2
162,1,1,-1,1,0.05,1,-0.05,1,0,163,1,0,0.4308437590291867,0.5691562409708107,2
163,1,1,-1,-1,0.02,1,-0.02,1,0,164,0,0,0.5231127004000121,0.4768872996000006,1
164,1,1,-1,1,0.01,1,-0.01,1,0,165,1,0,0.4693801768944012,0.530619823105605,2
165,1,1,1,1,0.05,1,0.05,1,1,166,1,1,0.416696510311804,0.5833034896882041,2
166,1,0,1,-1,0.02,1,0.02,1,0,167,1,0,0.3627598060933256,0.6372401939066726,2
167,1,0,-1,-1,0.1,2,-0.1,1,1,168,1,1,0.3335289089715962,0.6664710910283913,2
168,1,1,1,1,0.05,2,0.05,1,1,169,1,1,0.3118386573381909,0.6881613426618115,2
169,1,0,-1,-1,0.1,2,-0.1,1,1,170,1,1,0.2846477253837382,0.7153522746162737,2
170,1,0,-1,-1,0.05,2,-0.05,1,1,171,1,1,0.2625653521175794,0.737434647882422,2
171,1,1,1,1,0.02,2,0.02,1,1,172,1,1,0.2487549204598899,0.7512450795401096,2
172,1,0,-1,-1,0.02,2,-0.02,1,1,173,1,1,0.2270337659430744,0.7729662340569335,2
173,1,0,1,-1,0.01,2,0.01,1,0,174,1,0,0.2145228789957009,0.7854771210042946,2
174,1,1,-1,1,0.1,2,-0.1,1,0,175,1,0,0.2134382184609575,0.7865617815390507,2
175,1,0,-1,-1,0.01,2,-0.01,1,1,176,1,1,0.2035899972491583,0.7964100027508558,2
176,1,0,1,-1,0.1,1,0.1,1,0,177,1,0,0.2020310475398208,0.7979689524601743,2
177,1,1,-1,1,0.02,1,-0.02,1,0,178,1,0,0.223969624086305,0.7760303759136861,2
178,1,0,1,-1,0.01,1,0.01,1,0,179,1,0,0.2371677786892934,0.7628322213106975,2
179,1,1,-1,1,0.05,1,-0.05,1,0,180,1,0,0.2640166289042666,0.7359833710957416,2
180,1,1,1,1,0.1,1,0.1,1,1,181,1,1,0.2839186194426055,0.7160813805573927,2
181,1,1,-1,1,0.05,1,-0.05,1,0,182,1,0,0.2970479359401125,0.7029520640599008,2
182,1,1,-1,1,0.1,1,-0.1,1,0,183,1,0,0.3044937076269164,0.695506292373077,2
183,1,1,-1,1,0.02,1,-0.02,1,0,184,1,0,0.3068734363753798,0.6931265636246112,2
184,1,0,-1,-1,0.01,1,-0.01,1,1,185,1,1,0.303786717403729,0.696213282596273,2
185,1,1,-1,1,0.05,1,-0.05,1,0,186,1,0,0.3155180670748024,0.6844819329251858,2
186,1,0,1,-1,0.1,1,0.1,1,0,187,1,0,0.3222954231169769,0.677704576883017,2
187,1,1,1,1,0.01,1,0.01,1,1,188,1,1,0.3638158289143851,0.6361841710856098,2
188,1,0,1,-1,0.1,1,0.1,1,0,189,1,0,0.4021147962750632,0.597885203724947,2
189,1,1,-1,-1,0.05,1,-0.05,1,0,190,0,0,0.4863744937056319,0.5136255062943625,2
190,1,1,1,1,0.05,2,0.05,1,1,191,1,1,0.4353220257883621,0.5646779742116519,2
191,1,0,1,-1,0.1,2,0.1,1,0,192,1,0,0.3837129911117102,0.6162870088882988,2
192,1,1,-1,1,0.02,2,-0.02,1,0,193,1,0,0.3716581952898047,0.6283418047101881,2
193,1,0,-1,-1,0.02,2,-0.02,1,1,194,1,1,0.3566947477502052,0.643305252249805,2
194,1,0,-1,-1,0.1,2,-0.1,1,1,195,1,1,0.3582372843035994,0.6417627156963941,2
195,1,1,-1,1,0.1,2,-0.1,1,0,196,1,0,0.3680086610487264,0.6319913389512675,2
196,1,0,-1,-1,0.02,2,-0.02,1,1,197,1,1,0.3752342148685587,0.624765785131427,2
197,1,0,-1,-1,0.01,2,-0.01,1,1,198,1,1,0.4001597775256278,0.5998402224743679,2
198,1,0,1,-1,0.1,2,0.1,1,0,199,1,0,0.4465388564066088,0.553461143593397,2
199,1,0,1,-1,0.01,2,0.01,1,0,200,1,0,0.5435383081161722,0.4564616918838241,1
200,1,0,1,-1,0.02,1,0.02,1,0,201,1,0,0.6843743809885833,0.3156256190114074,1
201,1,1,1,-1,0.1,1,0.1,1,1,202,0,1,0.888545581518733,0.1114544184812753,1
202,1,1,1,1,0.02,1,0.02,1,1,203,1,1,0.9107504194184188,0.0892495805815861,1
203,1,1,1,-1,0.1,1,0.1,1,1,204,0,1,0.9496627241728746,0.0503372758271221,1
204,1,0,1,-1,0.02,1,0.02,1,0,205,1,0,0.922882385579587,0.0771176144204101,1
205,1,1,1,-1,0.02,1,0.02,1,1,206,0,1,0.9276204388585724,0.0723795611414257,1
206,1,0,1,-1,0.05,1,0.05,1,0,207,1,0,0.8549333833194811,0.1450666166805061,1
207,1,1,-1,1,0.01,1,-0.01,1,0,208,1,0,0.8248629365096649,0.1751370634903435,1
208,1,0,1,-1,0.02,1,0.02,1,0,209,1,0,0.8086251326909889,0.191374867309009,1
209,1,1,-1,1,0.01,1,-0.01,1,0,210,1,0,0.8264675448171606,0.1735324551828361,1
210,1,1,1,-1,0.02,1,0.02,1,1,211,0,1,0.8582082107819866,0.1417917892180261,1
211,1,1,1,1,0.1,1,0.1,1,1,212,1,1,0.789169034171372,0.2108309658286326,1
212,1,1,1,1,0.02,2,0.02,1,1,213,1,1,0.732651564176524,0.2673484358234744,1
213,1,1,-1,1,0.1,2,-0.1,1,0,214,1,0,0.6867869842234272,0.3132130157765608,1
214,1,0,1,-1,0.1,2,0.1,1,0,215,1,0,0.6505594911118521,0.3494405088881446,1
215,1,0,1,-1,0.1,2,0.1,1,0,216,1,0,0.6613466767621776,0.3386533232378232,1
216,1,1,-1,-1,0.01,2,-0.01,1,0,217,0,0,0.721661126633962,0.2783388733660391,1
217,1,1,-1,1,0.01,2,-0.01,1,0,218,1,0,0.6567241146272371,0.3432758853727601,1
218,1,1,1,1,0.01,2,0.01,1,1,219,1,1,0.5999192680630735,0.4000807319369275,1
219,1,1,1,1,0.05,2,0.05,1,1,220,1,1,0.5489688755124249,0.4510311244875774,1
220,1,1,-1,1,0.02,2,-0.02,1,0,221,1,0,0.501747915555755,0.4982520844442418,1
221,1,1,-1,1,0.05,2,-0.05,1,0,222,1,0,0.4567963205291498,0.5432036794708459,2
222,1,0,-1,-1,0.01,2,-0.01,1,1,223,1,1,0.4125840756793423,0.5874159243206613,2
223,1,0,1,-1,0.01,2,0.01,1,0,224,1,0,0.3902087226888083,0.6097912773112031,2
224,1,0,1,-1,0.01,2,0.01,1,0,225,1,0,0.3901750031314844,0.609824996868511,2
225,1,1,1,1,0.1,2,0.1,1,1,226,1,1,0.412479046836835,0.5875209531631593,2
226,1,0,-1,-1,0.02,2,-0.02,1,1,227,1,1,0.4330120061340842,0.5669879938659047,2
227,1,0,-1,-1,0.02,2,-0.02,1,1,228,1,1,0.4747603835945181,0.5252396164054811,2
228,1,1,-1,1,0.02,2,-0.02,1,0,229,1,0,0.5416041376829949,0.4583958623170037,1
229,1,1,-1,1,0.05,2,-0.05,1,0,230,1,0,0.6124535457158423,0.3875464542841564,1
230,1,1,-1,-1,0.05,1,-0.05,1,0,231,0,0,0.6902335612788765,0.3097664387211237,1
231,1,1,1,1,0.05,1,0.05,1,1,232,1,1,0.6499175324946244,0.3500824675053698,1
232,1,0,-1,-1,0.1,1,-0.1,1,1,233,1,1,0.6169977671872143,0.3830022328127886,1
233,1,0,1,-1,0.01,1,0.01,1,0,234,1,0,0.6026737597811546,0.3973262402188448,1
234,1,0,-1,-1,0.05,2,-0.05,1,1,235,1,1,0.6186339439884087,0.3813660560115873,1
235,1,1,1,1,0.05,2,0.05,1,1,236,1,1,0.6585095032409185,0.3414904967590809,1
236,1,1,1,1,0.02,2,0.02,1,1,237,1,1,0.7061464936269396,0.293853506373055,1
237,1,1,1,1,0.1,1,0.1,1,1,238,1,1,0.7634862386204049,0.2365137613796033,1
238,1,1,-1,-1,0.1,1,-0.1,1,0,239,0,0,0.8324208686150661,0.1675791313849294,1
239,1,0,1,-1,0.1,1,0.1,1,0,240,1,0,0.8238129483214921,0.1761870516784984,1
240,1,1,1,1,0.05,1,0.05,1,1,241,1,1,0.8607392928222579,0.1392607071777353,1
241,1,1,-1,-1,0.02,1,-0.02,1,0,242,0,0,0.9127048462039428,0.0872951537960449,1
242,1,0,-1,-1,0.1,1,-0.1,1,1,243,1,1,0.8956885939142822,0.1043114060857265,1
243,1,1,-1,-1,0.1,1,-0.1,1,0,244,0,0,0.9023189163019756,0.0976810836980221,1
244,1,0,-1,-1,0.01,1,-0.01,1,1,245,1,1,0.8534490333783487,0.1465509666216565,1
245,1,1,-1,-1,0.01,1,-0.01,1,0,246,0,0,0.8368250116987149,0.1631749883012963,1
246,1,0,-1,-1,0.02,1,-0.02,1,1,247,1,1,0.6810669207554753,0.3189330792445142,1
247,1,0,-1,-1,0.01,1,-0.01,1,1,248,1,1,0.5697509276227576,0.4302490723772554,1
248,1,0,1,-1,0.01,1,0.01,1,0,249,1,0,0.4941998693788261,0.5058001306211609,2
249,1,1,-1,1,0.1,1,-0.1,1,0,250,1,0,0.4499855541940109,0.5500144458059785,2
250,1,1,-1,1,0.01,1,-0.01,1,0,251,1,0,0.4066361633992237,0.5933638366007823,2
251,1,0,1,-1,0.05,1,0.05,1,0,252,1,0,0.3618537419581036,0.6381462580418874,2
252,1,0,1,-1,0.1,1,0.1,1,0,253,1,0,0.3455367012717427,0.6544632987282591,2
253,1,0,-1,-1,0.01,1,-0.01,1,1,254,1,1,0.3642308500482421,0.635769149951769,2
254,1,1,-1,1,0.01,1,-0.01,1,0,255,1,0,0.4020454249175059,0.597954575082485,2
255,1,1,-1,1,0.1,1,-0.1,1,0,256,1,0,0.4381953868545223,0.5618046131454755,2
256,1,0,-1,-1,0.02,1,-0.02,1,1,257,1,1,0.4746846111063087,0.525315388893695,2
257,1,0,1,-1,0.1,1,0.1,1,0,258,1,0,0.5356670326352557,0.4643329673647541,1
258,1,1,1,-1,0.02,1,0.02,1,1,259,0,1,0.6558637950232445,0.3441362049767467,1
259,1,1,1,1,0.01,1,0.01,1,1,260,1,1,0.6204142710804159,0.3795857289195822,1
260,1,0,-1,-1,0.02,1,-0.02,1,1,261,1,1,0.5914111581949453,0.4085888418050427,1
261,1,0,1,-1,0.05,1,0.05,1,0,262,1,0,0.5886105729134865,0.411389427086512,1
262,1,1,1,1,0.01,1,0.01,1,1,263,1,1,0.6224259275636794,0.3775740724363145,1
263,1,0,-1,-1,0.1,1,-0.1,1,1,264,1,1,0.6627935912611443,0.3372064087388452,1
264,1,1,1,-1,0.05,1,0.05,1,1,265,0,1,0.7245939630534607,0.2754060369465272,1
265,1,0,1,-1,0.01,1,0.01,1,0,266,1,0,0.641289932389516,0.3587100676104736,1
266,1,0,-1,-1,0.05,1,-0.05,1,1,267,1,1,0.5947145982142793,0.4052854017857161,1
267,1,0,-1,-1,0.05,1,-0.05,1,1,268,1,1,0.5717563925358952,0.4282436074641179,1
