ID,resp,theta,previous,contrast,state,stim*contrast,block,correct,trial,previous_congruent,stim*contrast_congruent,Gl_Prob_State_ext,Gl_Prob_State_int,State
1,0,-1,-1,0.01,0,-0.01,1,1,33,1,1,0.7767050049483173,0.22329499505168232,0
1,1,-1,1,0.05,0,-0.05,1,0,34,1,0,0.7703336356918025,0.22966636430818602,0
1,0,-1,1,0.05,0,-0.05,1,1,35,0,1,0.7593299005616602,0.24067009943834575,0
1,0,-1,-1,0.02,0,-0.02,1,1,36,1,1,0.7502093291204368,0.24979067087958534,0
1,1,1,-1,0.05,1,0.05,1,1,37,0,1,0.7364206446813055,0.2635793553186904,0
1,0,-1,1,0.01,1,-0.01,1,1,38,0,1,0.7244740120957764,0.27552598790422994,0
1,1,-1,1,0.01,1,-0.01,1,0,39,1,0,0.7167310831764048,0.2832689168235722,0
1,1,1,-1,0.02,1,0.02,1,1,40,0,1,0.7034628823146835,0.29653711768532665,0
1,1,1,1,0.01,1,0.01,1,1,41,1,1,0.6936922630755172,0.30630773692445823,0
1,1,-1,-1,0.01,1,-0.01,1,0,42,0,0,0.6783681154333633,0.3216318845666185,0
1,0,-1,-1,0.05,1,-0.05,1,1,43,1,1,0.6690401697665194,0.3309598302334789,0
1,1,-1,-1,0.02,1,-0.02,1,0,44,0,0,0.6552669131060633,0.34473308689392124,0
1,1,1,-1,0.02,1,0.02,1,1,45,0,1,0.6483207527166831,0.3516792472832896,0
1,0,-1,1,0.01,1,-0.01,1,1,46,0,1,0.6446132844933841,0.35538671550664264,0
1,1,-1,1,0.02,1,-0.02,1,0,47,1,0,0.644831743121509,0.355168256878493,0
1,0,-1,1,0.02,1,-0.02,1,1,48,0,1,0.6391493330963962,0.3608506669035835,0
1,1,-1,-1,0.02,1,-0.02,1,0,49,0,0,0.6366669479733742,0.36333305202664296,0
1,1,-1,1,0.05,1,-0.05,1,0,50,1,0,0.6406787200630433,0.3593212799369355,0
1,0,-1,1,0.05,1,-0.05,1,1,51,0,1,0.6390322400657242,0.36096775993429453,0
1,1,-1,1,0.01,1,-0.01,1,0,52,1,0,0.6388236343929005,0.3611763656070844,0
1,1,-1,1,0.02,1,-0.02,1,0,53,1,0,0.6327254139306847,0.3672745860692898,0
1,0,-1,1,0.05,1,-0.05,1,1,54,0,1,0.6203723102764388,0.3796276897235779,0
1,1,1,-1,0.02,1,0.02,1,1,55,0,1,0.6094496182954654,0.3905503817045306,0
1,0,-1,-1,0.05,1,-0.05,1,1,56,1,1,0.6017400383145288,0.39825996168544353,0
1,1,1,-1,0.05,1,0.05,1,1,57,0,1,0.5892037866975716,0.41079621330245253,0
1,0,1,-1,0.05,1,0.05,1,0,58,1,0,0.5779846058526457,0.42201539414734923,0
1,1,-1,-1,0.01,0,-0.01,1,0,59,0,0,0.5600277902974093,0.4399722097026166,0
1,1,1,-1,0.01,0,0.01,1,1,60,0,1,0.5480380680067529,0.4519619319932311,0
1,1,-1,-1,0.01,0,-0.01,1,0,61,0,0,0.539876995536432,0.4601230044635457,0
1,1,-1,-1,0.01,1,-0.01,1,0,62,0,0,0.5371521842410107,0.46284781575898665,0
1,1,-1,1,0.01,1,-0.01,1,0,63,1,0,0.5397798114967302,0.4602201885032587,0
1,1,1,-1,0.02,1,0.02,1,1,64,0,1,0.5359045568423354,0.46409544315765516,0
1,1,-1,-1,0.01,1,-0.01,1,0,65,0,0,0.5348936909043026,0.465106309095694,0
1,1,1,-1,0.05,1,0.05,1,1,66,0,1,0.5392348026905881,0.4607651973094091,0
1,1,1,-1,0.05,1,0.05,1,1,67,0,1,0.5446499930612928,0.4553500069387111,0
1,0,1,1,0.02,1,0.02,1,0,68,0,0,0.5511657048913727,0.44883429510862904,0
1,1,-1,-1,0.01,1,-0.01,1,0,69,0,0,0.5643121926723192,0.4356878073276817,0
1,0,1,1,0.02,1,0.02,1,0,70,0,0,0.583524544336268,0.41647545566374095,0
1,0,-1,-1,0.05,1,-0.05,1,1,71,1,1,0.6106154655367727,0.3893845344632396,0
1,1,-1,1,0.05,1,-0.05,1,0,72,1,0,0.6318755256160127,0.36812447438399615,0
1,1,1,1,0.05,1,0.05,1,1,73,1,1,0.6464419854542519,0.3535580145457704,0
1,0,-1,-1,0.02,1,-0.02,1,1,74,1,1,0.6563596234931616,0.3436403765068513,0
1,1,1,-1,0.02,1,0.02,1,1,75,0,1,0.6609835227105639,0.33901647728944223,0
1,1,-1,1,0.02,1,-0.02,1,0,76,1,0,0.6688906965483142,0.33110930345166373,0
1,1,-1,-1,0.05,1,-0.05,1,0,77,0,0,0.6710406576363479,0.3289593423636306,0
1,0,1,-1,0.02,1,0.02,1,0,78,1,0,0.6827982506211105,0.31720174937888695,0
1,0,1,-1,0.05,1,0.05,1,0,79,1,0,0.6887435010571186,0.3112564989428766,0
1,0,-1,-1,0.02,1,-0.02,1,1,80,1,1,0.6894119624100543,0.31058803758995995,0
1,1,1,-1,0.01,1,0.01,1,1,81,0,1,0.6852215347805296,0.31477846521946673,0
1,1,1,-1,0.05,1,0.05,1,1,82,0,1,0.6850271434623536,0.31497285653766643,0
1,0,-1,-1,0.05,1,-0.05,1,1,83,1,1,0.686429332162562,0.3135706678374176,0
1,1,-1,1,0.01,1,-0.01,1,0,84,1,0,0.6838632736972111,0.31613672630278045,0
1,1,1,-1,0.02,0,0.02,1,1,85,0,1,0.6757313314121138,0.3242686685878778,0
1,1,-1,-1,0.02,0,-0.02,1,0,86,0,0,0.67091839117232,0.32908160882767684,0
1,1,-1,-1,0.01,0,-0.01,1,0,87,0,0,0.6726084729609568,0.3273915270390704,0
1,1,1,-1,0.01,0,0.01,1,1,88,0,1,0.6799519314138808,0.32004806858610585,0
1,0,1,-1,0.05,0,0.05,1,0,89,1,0,0.6914331507365837,0.30856684926341194,0
1,0,-1,1,0.05,0,-0.05,1,1,90,0,1,0.6974447341434491,0.3025552658565385,0
1,1,1,-1,0.05,0,0.05,1,1,91,0,1,0.7051163577879159,0.29488364221210916,0
1,1,1,1,0.02,0,0.02,1,1,92,1,1,0.7144854829171043,0.28551451708286923,0
1,0,1,-1,0.05,0,0.05,1,0,93,1,0,0.7190853086235606,0.2809146913764114,0
1,0,1,-1,0.02,0,0.02,1,0,94,1,0,0.7187293747620958,0.28127062523790103,0
1,0,1,1,0.02,0,0.02,1,0,95,0,0,0.7131585305053704,0.2868414694946372,0
1,0,-1,-1,0.01,0,-0.01,1,1,96,1,1,0.7140561142483602,0.28594388575163465,0
1,0,-1,-1,0.01,0,-0.01,1,1,97,1,1,0.7100937203654156,0.28990627963458043,0
1,1,1,-1,0.02,0,0.02,1,1,98,0,1,0.7010992024330582,0.29890079756692295,0
1,0,-1,1,0.05,0,-0.05,1,1,99,0,1,0.6954884621144178,0.3045115378855564,0
1,1,-1,1,0.01,0,-0.01,1,0,100,1,0,0.6915199718058825,0.308480028194114,0
1,1,-1,-1,0.05,0,-0.05,1,0,101,0,0,0.6819996317491247,0.3180003682508964,0
1,0,-1,1,0.02,0,-0.02,1,1,102,0,1,0.6819384250410198,0.318061574958959,0
1,0,-1,1,0.02,0,-0.02,1,1,103,0,1,0.685153360622,0.314846639378007,0
1,0,-1,-1,0.05,0,-0.05,1,1,104,1,1,0.6916808314484237,0.30831916855159847,0
1,1,1,-1,0.05,0,0.05,1,1,105,0,1,0.6942292337686496,0.3057707662313451,0
1,1,1,-1,0.01,0,0.01,1,1,106,0,1,0.6984101603875086,0.30158983961249053,0
1,1,-1,1,0.02,0,-0.02,1,0,107,1,0,0.7066647984880251,0.2933352015119852,0
1,1,1,-1,0.02,0,0.02,1,1,108,0,1,0.7095010099721891,0.29049899002782537,0
1,0,-1,-1,0.02,0,-0.02,1,1,109,1,1,0.7156880639522618,0.2843119360477468,0
1,0,-1,-1,0.02,0,-0.02,1,1,110,1,1,0.7172261711649907,0.28277382883503427,0
1,0,1,-1,0.05,0,0.05,1,0,111,1,0,0.7141772747839684,0.2858227252160207,0
1,1,-1,1,0.01,0,-0.01,1,0,112,1,0,0.7060295566325248,0.29397044336747247,0
1,1,-1,1,0.02,0,-0.02,1,0,113,1,0,0.692216073992765,0.30778392600723214,0
1,0,1,1,0.02,0,0.02,1,0,114,0,0,0.6719959408824009,0.32800405911758806,0
1,0,-1,-1,0.05,0,-0.05,1,1,115,1,1,0.6590882264482129,0.3409117735517944,0
1,1,1,-1,0.02,0,0.02,1,1,116,0,1,0.6414219953875733,0.3585780046124155,0
1,0,-1,1,0.01,0,-0.01,1,1,117,0,1,0.6272683543835462,0.3727316456164599,0
1,1,-1,1,0.02,0,-0.02,1,0,118,1,0,0.6172463849083518,0.3827536150916732,0
1,0,-1,-1,0.02,0,-0.02,1,1,119,1,1,0.6005599106375659,0.3994400893624266,0
1,1,1,-1,0.02,0,0.02,1,1,120,0,1,0.577230340883346,0.42276965911664305,0
1,1,1,-1,0.05,0,0.05,1,1,121,0,1,0.5574652082308722,0.44253479176915583,0
1,1,-1,-1,0.05,0,-0.05,1,0,122,0,0,0.5389855627381586,0.46101443726186286,0
1,1,-1,-1,0.01,0,-0.01,1,0,123,0,0,0.5306473144732545,0.46935268552676007,0
1,1,1,-1,0.02,0,0.02,1,1,124,0,1,0.5277196813428289,0.47228031865716286,0
1,1,-1,1,0.02,1,-0.02,1,0,125,1,0,0.5276210063922,0.47237899360781577,0
1,0,-1,1,0.01,1,-0.01,1,1,126,0,1,0.5208511956629096,0.47914880433710216,0
1,1,1,1,0.05,1,0.05,1,1,127,1,1,0.517684756551412,0.48231524344861165,0
1,1,1,-1,0.02,1,0.02,1,1,128,0,1,0.5094182870921837,0.4905817129078361,0
1,0,-1,-1,0.02,1,-0.02,1,1,129,1,1,0.5039686275080302,0.4960313724919788,0
1,0,-1,1,0.01,1,-0.01,1,1,130,0,1,0.4922476965894264,0.5077523034105892,1
1,0,-1,1,0.02,1,-0.02,1,1,131,0,1,0.4841377131851112,0.5158622868149056,1
1,0,1,1,0.05,1,0.05,1,0,132,0,0,0.4787387675497679,0.5212612324502457,1
1,0,-1,-1,0.02,1,-0.02,1,1,133,1,1,0.4824902952317871,0.5175097047682147,1
1,0,1,1,0.01,1,0.01,1,0,134,0,0,0.4800988239209979,0.519901176078988,1
1,0,1,1,0.02,1,0.02,1,0,135,0,0,0.48283753247595373,0.5171624675240184,1
1,0,1,1,0.05,0,0.05,1,0,136,0,0,0.49177403428850086,0.5082259657115086,1
1,1,-1,1,0.01,0,-0.01,1,0,137,1,0,0.5107451720426689,0.48925482795732494,0
1,1,1,1,0.05,0,0.05,1,1,138,1,1,0.522357456117399,0.4776425438826062,0
1,1,1,1,0.05,0,0.05,1,1,139,1,1,0.5287732211780657,0.47122677882192,0
1,1,-1,1,0.05,0,-0.05,1,0,140,1,0,0.5301820110278429,0.4698179889721802,0
1,1,-1,-1,0.01,0,-0.01,1,0,141,0,0,0.5252263985794842,0.47477360142050795,0
1,0,-1,1,0.01,0,-0.01,1,1,142,0,1,0.5255957214067535,0.4744042785932221,0
1,1,-1,1,0.05,0,-0.05,1,0,143,1,0,0.5295524314212007,0.47044756857882675,0
1,0,1,1,0.05,0,0.05,1,0,144,0,0,0.5271496896680025,0.4728503103320064,0
1,0,-1,-1,0.01,1,-0.01,1,1,145,1,1,0.5341095488000187,0.46589045120000844,0
1,1,1,-1,0.05,1,0.05,1,1,146,0,1,0.5348432151759408,0.4651567848240327,0
1,1,1,-1,0.01,1,0.01,1,1,147,0,1,0.536623811189436,0.4633761888105778,0
1,1,1,-1,0.05,1,0.05,1,1,148,0,1,0.542046057363264,0.45795394263671785,0
1,1,1,-1,0.02,1,0.02,1,1,149,0,1,0.5485586223800957,0.4514413776199201,0
1,1,-1,-1,0.02,1,-0.02,1,0,150,0,0,0.5580576732844812,0.44194232671553113,0
1,0,-1,-1,0.01,1,-0.01,1,1,151,1,1,0.5744063891818695,0.4255936108181273,0
1,1,1,-1,0.05,1,0.05,1,1,152,0,1,0.5842810324199311,0.4157189675800738,0
1,1,1,1,0.02,1,0.02,1,1,153,1,1,0.5954412174704362,0.40455878252954697,0
1,1,1,-1,0.01,1,0.01,1,1,154,0,1,0.6008260192197143,0.3991739807803013,0
1,1,-1,1,0.02,1,-0.02,1,0,155,1,0,0.6101223381821292,0.38987766181786043,0
1,1,1,-1,0.02,1,0.02,1,1,156,0,1,0.6131517535272426,0.3868482464727493,0
1,1,1,-1,0.02,0,0.02,1,1,157,0,1,0.6193177757677403,0.3806822242322389,0
1,1,1,-1,0.01,0,0.01,1,1,158,0,1,0.6286902040561732,0.37130979594383257,0
1,0,-1,-1,0.01,0,-0.01,1,1,159,1,1,0.6421721153807202,0.35782788461930565,0
1,0,-1,-1,0.05,0,-0.05,1,1,160,1,1,0.6498128808952117,0.35018711910477385,0
1,0,1,1,0.01,0,0.01,1,0,161,0,0,0.6531262983213548,0.3468737016786218,0
1,1,1,-1,0.01,0,0.01,1,1,162,0,1,0.6621289352320227,0.33787106476797674,0
1,1,1,1,0.01,0,0.01,1,1,163,1,1,0.6752981441129494,0.32470185588704065,0
1,1,1,-1,0.02,0,0.02,1,1,164,0,1,0.6829053295676532,0.3170946704323385,0
1,1,-1,-1,0.02,0,-0.02,1,0,165,0,0,0.6939077519957413,0.30609224800428586,0
1,0,1,-1,0.05,0,0.05,1,0,166,1,0,0.712040243430027,0.28795975656999584,0
1,0,-1,-1,0.02,0,-0.02,1,1,167,1,1,0.7244013555646149,0.27559864443540427,0
1,1,-1,-1,0.02,0,-0.02,1,0,168,0,0,0.7319322258057284,0.26806777419427336,0
1,1,1,-1,0.05,0,0.05,1,1,169,0,1,0.7462650096638919,0.25373499033610103,0
1,1,1,1,0.05,0,0.05,1,1,170,1,1,0.7625020064472425,0.23749799355275195,0
1,1,1,-1,0.05,0,0.05,1,1,171,0,1,0.7749114046192384,0.2250885953807641,0
1,0,1,-1,0.01,0,0.01,1,0,172,1,0,0.7892887406753449,0.21071125932468107,0
1,1,1,1,0.02,0,0.02,1,1,173,1,1,0.7988508223680436,0.20114917763197235,0
1,0,-1,-1,0.05,0,-0.05,1,1,174,1,1,0.8045519666874309,0.19544803331255295,0
1,1,1,-1,0.02,0,0.02,1,1,175,0,1,0.8073974173530666,0.19260258264692867,0
1,0,-1,-1,0.05,0,-0.05,1,1,176,1,1,0.8136738608780684,0.18632613912190327,0
1,1,1,1,0.05,0,0.05,1,1,177,1,1,0.8171860503050868,0.18281394969490575,0
1,0,1,-1,0.01,0,0.01,1,0,178,1,0,0.8180377478097869,0.1819622521902332,0
1,1,1,1,0.01,0,0.01,1,1,179,1,1,0.8150228937421633,0.18497710625786348,0
1,0,-1,1,0.01,0,-0.01,1,1,180,0,1,0.8082799112384221,0.1917200887615877,0
1,0,-1,1,0.02,0,-0.02,1,1,181,0,1,0.8055810825226986,0.19441891747732878,0
1,0,-1,-1,0.01,0,-0.01,1,1,182,1,1,0.8062804032381311,0.19371959676184947,0
1,1,1,1,0.05,0,0.05,1,1,183,1,1,0.8032160252853595,0.19678397471463155,0
1,1,-1,1,0.01,0,-0.01,1,0,184,1,0,0.7972740284945733,0.20272597150543192,0
1,0,-1,-1,0.02,0,-0.02,1,1,185,1,1,0.7869073082913962,0.21309269170860615,0
1,0,-1,1,0.02,0,-0.02,1,1,186,0,1,0.7721986758101885,0.2278013241898339,0
1,0,-1,1,0.01,0,-0.01,1,1,187,0,1,0.7611285577151643,0.238871442284827,0
1,0,-1,1,0.01,0,-0.01,1,1,188,0,1,0.7542469770548742,0.24575302294511994,0
1,0,-1,1,0.05,0,-0.05,1,1,189,0,1,0.7514441316356673,0.24855586836431057,0
1,1,-1,1,0.05,0,-0.05,1,0,190,1,0,0.7504517255997278,0.24954827440027444,0
1,1,1,1,0.01,0,0.01,1,1,191,1,1,0.744824158417067,0.2551758415829564,0
1,1,-1,-1,0.02,0,-0.02,1,0,192,0,0,0.7344502713543445,0.26554972864568377,0
1,1,1,-1,0.05,0,0.05,1,1,193,0,1,0.7306497787366973,0.26935022126331254,0
1,0,-1,1,0.02,0,-0.02,1,1,194,0,1,0.7285981198834947,0.27140188011651517,0
1,1,1,-1,0.05,0,0.05,1,1,195,0,1,0.7298951702468083,0.27010482975318967,0
1,0,-1,1,0.05,1,-0.05,1,1,196,0,1,0.732936763395401,0.26706323660457804,0
1,0,-1,-1,0.02,1,-0.02,1,1,197,1,1,0.7377377517097063,0.2622622482902974,0
1,0,1,1,0.01,1,0.01,1,0,198,0,0,0.7381419153130713,0.2618580846869449,0
1,1,1,1,0.01,1,0.01,1,1,199,1,1,0.7441322713506346,0.2558677286493391,0
1,0,1,1,0.05,1,0.05,1,0,200,0,0,0.7455418058669396,0.25445819413306986,0
1,0,1,-1,0.02,1,0.02,1,0,201,1,0,0.756186632943241,0.24381336705674161,0
1,1,1,1,0.02,1,0.02,1,1,202,1,1,0.7618271010616918,0.23817289893831867,0
1,0,-1,-1,0.05,0,-0.05,1,1,203,1,1,0.7633166476031009,0.2366833523969147,0
1,0,-1,1,0.01,0,-0.01,1,1,204,0,1,0.7615486308287668,0.23845136917125906,0
1,0,1,-1,0.01,0,0.01,1,0,205,1,0,0.7638127042626318,0.2361872957373877,0
1,1,1,1,0.02,0,0.02,1,1,206,1,1,0.7614736196508828,0.23852638034911763,0
1,0,1,1,0.05,0,0.05,1,0,207,0,0,0.754955927323473,0.24504407267652004,0
1,1,1,1,0.05,0,0.05,1,1,208,1,1,0.7574492261073603,0.24255077389265972,0
1,1,-1,-1,0.05,0,-0.05,1,0,209,0,0,0.7566226146504638,0.24337738534954956,0
1,1,1,-1,0.05,0,0.05,1,1,210,0,1,0.7648449642859847,0.23515503571402196,0
1,1,-1,-1,0.01,0,-0.01,1,0,211,0,0,0.7749587090883631,0.22504129091161756,0
1,0,-1,1,0.05,0,-0.05,1,1,212,0,1,0.7910430812612902,0.20895691873868968,0
1,0,-1,-1,0.05,0,-0.05,1,1,213,1,1,0.8091967214680424,0.19080327853193768,0
1,1,1,1,0.01,0,0.01,1,1,214,1,1,0.8238333241031637,0.1761666758968622,0
1,1,1,-1,0.02,0,0.02,1,1,215,0,1,0.8343624431136667,0.16563755688632514,0
1,1,1,1,0.01,1,0.01,1,1,216,1,1,0.848531308951597,0.15146869104840094,0
1,1,1,1,0.02,1,0.02,1,1,217,1,1,0.8589708925663397,0.1410291074336799,0
1,1,-1,1,0.01,1,-0.01,1,0,218,1,0,0.8663229268350611,0.13367707316493738,0
1,1,1,1,0.05,1,0.05,1,1,219,1,1,0.8704640320209763,0.12953596797903041,0
1,0,-1,-1,0.01,1,-0.01,1,1,220,1,1,0.8726570987682261,0.1273429012317615,0
1,0,-1,-1,0.05,1,-0.05,1,1,221,1,1,0.8721429330807304,0.12785706691928017,0
1,0,1,-1,0.05,1,0.05,1,0,222,1,0,0.8697354804438212,0.1302645195561717,0
1,1,1,-1,0.01,1,0.01,1,1,223,0,1,0.8643973349465022,0.13560266505352117,0
1,0,-1,-1,0.02,1,-0.02,1,1,224,1,1,0.8629558651450345,0.1370441348549562,0
1,0,-1,1,0.05,1,-0.05,1,1,225,0,1,0.8587829470715967,0.14121705292839096,0
1,1,1,1,0.01,1,0.01,1,1,226,1,1,0.856710297789332,0.14328970221068044,0
1,0,1,1,0.02,1,0.02,1,0,227,0,0,0.8515968501239041,0.14840314987608558,0
1,1,1,-1,0.01,1,0.01,1,1,228,0,1,0.8523240495191235,0.14767595048089585,0
1,1,1,1,0.01,1,0.01,1,1,229,1,1,0.8569739784175827,0.14302602158239167,0
1,0,-1,1,0.05,1,-0.05,1,1,230,0,1,0.8586008322838578,0.14139916771616312,0
1,1,1,1,0.05,1,0.05,1,1,231,1,1,0.8623259119108795,0.13767408808909418,0
1,1,-1,1,0.02,1,-0.02,1,0,232,1,0,0.8639912562211943,0.13600874377883032,0
1,1,1,-1,0.02,1,0.02,1,1,233,0,1,0.8625090539655641,0.1374909460344204,0
1,1,-1,1,0.01,1,-0.01,1,0,234,1,0,0.8643762485843186,0.13562375141570748,0
1,0,1,1,0.01,1,0.01,1,0,235,0,0,0.8631508320471759,0.1368491679528462,0
1,1,-1,1,0.01,1,-0.01,1,0,236,1,0,0.8669972899910149,0.13300271000898964,0
1,0,-1,-1,0.05,1,-0.05,1,1,237,1,1,0.8677744635572353,0.13222553644278395,0
1,0,-1,-1,0.05,1,-0.05,1,1,238,1,1,0.8665993486575044,0.13340065134247,0
1,1,-1,1,0.01,1,-0.01,1,0,239,1,0,0.8634372283493597,0.13656277165066277,0
1,1,1,1,0.05,1,0.05,1,1,240,1,1,0.8570597089915281,0.14294029100848696,0
1,1,1,1,0.02,1,0.02,1,1,241,1,1,0.8483758386851648,0.1516241613148617,0
1,1,1,-1,0.02,1,0.02,1,1,242,0,1,0.8363341578131688,0.1636658421868437,0
1,1,-1,-1,0.02,1,-0.02,1,0,243,0,0,0.8278551862154656,0.17214481378451862,0
1,1,1,-1,0.01,1,0.01,1,1,244,0,1,0.8254867071248558,0.17451329287512413,0
1,1,-1,1,0.05,1,-0.05,1,0,245,1,0,0.8270870032275175,0.17291299677248193,0
1,0,-1,1,0.05,1,-0.05,1,1,246,0,1,0.825112522925227,0.17488747707478736,0
1,1,-1,-1,0.01,0,-0.01,1,0,247,0,0,0.8251527209074777,0.17484727909255063,0
1,1,1,-1,0.05,0,0.05,1,1,248,0,1,0.8305048067380099,0.16949519326199722,0
1,0,1,-1,0.01,0,0.01,1,0,249,1,0,0.8379081819187749,0.16209181808123502,0
1,0,-1,1,0.05,0,-0.05,1,1,250,0,1,0.8416277873044867,0.15837221269549306,0
1,0,-1,-1,0.02,0,-0.02,1,1,251,1,1,0.8474156684389446,0.1525843315610824,0
1,0,1,-1,0.02,0,0.02,1,0,252,1,0,0.85017745036361,0.14982254963640143,0
1,0,1,-1,0.01,0,0.01,1,0,253,1,0,0.8495397354773959,0.15046026452259434,0
1,1,1,-1,0.05,1,0.05,1,1,254,0,1,0.8455225871351049,0.154477412864874,0
1,0,-1,-1,0.05,1,-0.05,1,1,255,1,1,0.8435747550054198,0.15642524499458757,0
1,0,-1,-1,0.05,1,-0.05,1,1,256,1,1,0.8392932603163643,0.16070673968364707,0
1,1,-1,-1,0.02,1,-0.02,1,0,257,0,0,0.8325516129644887,0.1674483870355325,0
1,1,1,1,0.05,1,0.05,1,1,258,1,1,0.8318288876032115,0.16817111239676064,0
1,1,1,1,0.01,1,0.01,1,1,259,1,1,0.828635252268452,0.17136474773157462,0
1,0,1,-1,0.02,1,0.02,1,0,260,1,0,0.8219080844371309,0.17809191556288276,0
1,1,-1,1,0.05,1,-0.05,1,0,261,1,0,0.81100166265863,0.1889983373413813,0
1,1,-1,1,0.05,1,-0.05,1,0,262,1,0,0.7956298278326053,0.20437017216736633,0
1,0,-1,1,0.05,1,-0.05,1,1,263,0,1,0.7750948127568905,0.22490518724308775,0
1,1,-1,-1,0.05,1,-0.05,1,0,264,0,0,0.7566189941492176,0.24338100585079067,0
1,1,-1,-1,0.01,1,-0.01,1,0,265,0,0,0.7480185060734396,0.25198149392656594,0
1,0,-1,-1,0.02,0,-0.02,1,1,266,1,1,0.7450544654436588,0.2549455345563403,0
1,0,1,-1,0.02,0,0.02,1,0,267,1,0,0.7377058739337531,0.2622941260662622,0
1,0,-1,1,0.02,0,-0.02,1,1,268,0,1,0.7250208557679205,0.2749791442320732,0
1,0,-1,-1,0.02,0,-0.02,1,1,269,1,1,0.7158512862077108,0.28414871379227297,0
1,1,-1,-1,0.01,0,-0.01,1,0,270,0,0,0.7016533683822458,0.2983466316177576,0
1,1,1,-1,0.01,0,0.01,1,1,271,0,1,0.6933880517437102,0.30661194825631727,0
1,1,-1,-1,0.02,0,-0.02,1,0,272,0,0,0.6891908358028899,0.3108091641970972,0
1,0,-1,-1,0.05,0,-0.05,1,1,273,1,1,0.6914792635263993,0.30852073647358014,0
1,1,-1,-1,0.01,0,-0.01,1,0,274,0,0,0.6898416583074635,0.3101583416925606,0
1,1,1,1,0.02,0,0.02,1,1,275,1,1,0.6938066066205058,0.30619339337951773,0
1,0,1,1,0.05,0,0.05,1,0,276,0,0,0.6929548605260385,0.3070451394739547,0
1,0,-1,-1,0.01,0,-0.01,1,1,277,1,1,0.7014869893295341,0.29851301067044034,0
1,0,-1,1,0.01,0,-0.01,1,1,278,0,1,0.7049240454215149,0.29507595457846875,0
1,1,1,1,0.02,0,0.02,1,1,279,1,1,0.7124258421040004,0.287574157895978,0
