ID,resp,theta,previous,contrast,state,stim*contrast,correct,trial,block,previous_congruent,stim*contrast_congruent,Gl_Prob_State_ext,Gl_Prob_State_int,State
1,1,1,-1,0.05,1,0.05,1,37,1,0,1,0.6554627290053037,0.34453727099469883,0
1,0,-1,1,0.01,1,-0.01,1,38,1,0,1,0.6459614916319746,0.3540385083680195,0
1,1,-1,1,0.01,1,-0.01,0,39,1,1,0,0.6389470034569747,0.3610529965430157,0
1,1,1,-1,0.02,1,0.02,1,40,1,0,1,0.6288699553341577,0.3711300446658584,0
1,1,1,1,0.01,1,0.01,1,41,1,1,1,0.6211113393202796,0.3788886606797168,0
1,1,-1,-1,0.01,1,-0.01,0,42,1,0,0,0.6101977403197475,0.3898022596802452,0
1,0,-1,-1,0.05,1,-0.05,1,43,1,1,1,0.6036298973517135,0.3963701026482867,0
1,1,-1,-1,0.02,1,-0.02,0,44,1,0,0,0.5927593144870315,0.40724068551299203,0
1,1,1,-1,0.02,1,0.02,1,45,1,0,1,0.5870165375977853,0.4129834624022162,0
1,0,-1,1,0.01,1,-0.01,1,46,1,0,1,0.5834321457345453,0.4165678542654509,0
1,1,-1,1,0.02,1,-0.02,0,47,1,1,0,0.5821290010343988,0.41787099896558966,0
1,0,-1,1,0.02,1,-0.02,1,48,1,0,1,0.5777584455238749,0.4222415544761292,0
1,1,-1,-1,0.02,1,-0.02,0,49,1,0,0,0.5751057609598792,0.4248942390401042,0
1,1,-1,1,0.05,1,-0.05,0,50,1,1,0,0.5773262643560683,0.42267373564394173,0
1,0,-1,1,0.05,1,-0.05,1,51,1,0,1,0.5770846314910473,0.42291536850894385,0
1,1,-1,1,0.01,1,-0.01,0,52,1,1,0,0.5772590098631931,0.4227409901367984,0
1,1,-1,1,0.02,1,-0.02,0,53,1,1,0,0.5742878199302079,0.42571218006980266,0
1,0,-1,1,0.05,1,-0.05,1,54,1,0,1,0.568189325969468,0.4318106740305299,0
1,1,1,-1,0.02,1,0.02,1,55,1,0,1,0.56248841606853,0.4375115839314927,0
1,0,-1,-1,0.05,1,-0.05,1,56,1,1,1,0.5588928031220534,0.44110719687796984,0
1,1,1,-1,0.05,1,0.05,1,57,1,0,1,0.5509439537541584,0.44905604624586226,0
1,0,1,-1,0.05,1,0.05,0,58,1,1,0,0.5437172045696316,0.4562827954303498,0
1,1,-1,-1,0.01,0,-0.01,0,59,1,0,0,0.5314478671604954,0.468552132839478,0
1,1,1,-1,0.01,0,0.01,1,60,1,0,1,0.5234639613335138,0.4765360386665003,0
1,1,-1,-1,0.01,0,-0.01,0,61,1,0,0,0.5181387065932578,0.48186129340672473,0
1,1,-1,-1,0.01,1,-0.01,0,62,1,0,0,0.5168157466163267,0.48318425338366516,0
1,1,-1,1,0.01,1,-0.01,0,63,1,1,0,0.5194616018738787,0.48053839812614435,0
1,1,1,-1,0.02,1,0.02,1,64,1,0,1,0.5187685996832951,0.4812314003167122,0
1,1,-1,-1,0.01,1,-0.01,0,65,1,0,0,0.5200451101702762,0.47995488982971557,0
1,1,1,-1,0.05,1,0.05,1,66,1,0,1,0.5253277132316796,0.4746722867683285,0
1,1,1,-1,0.05,1,0.05,1,67,1,0,1,0.5312541969425263,0.46874580305749275,0
1,0,1,1,0.02,1,0.02,0,68,1,0,0,0.5378434787657943,0.4621565212342047,0
1,1,-1,-1,0.01,1,-0.01,0,69,1,0,0,0.5488420192973577,0.45115798070264085,0
1,0,1,1,0.02,1,0.02,0,70,1,0,0,0.5643547232309941,0.43564527676903386,0
1,0,-1,-1,0.05,1,-0.05,1,71,1,1,1,0.5849868820733085,0.41501311792667134,0
1,1,-1,1,0.05,1,-0.05,0,72,1,1,0,0.6005132414438727,0.39948675855612875,0
1,1,1,1,0.05,1,0.05,1,73,1,1,1,0.6132883055738384,0.3867116944261739,0
1,0,-1,-1,0.02,1,-0.02,1,74,1,1,1,0.6233122038974267,0.3766877961025674,0
1,1,1,-1,0.02,1,0.02,1,75,1,0,1,0.6284445759268339,0.371555424073186,0
1,1,-1,1,0.02,1,-0.02,0,76,1,1,0,0.6358386014032374,0.3641613985967898,0
1,1,-1,-1,0.05,1,-0.05,0,77,1,0,0,0.640323580656138,0.3596764193438702,0
1,0,1,-1,0.02,1,0.02,0,78,1,1,0,0.6526581528881352,0.347341847111844,0
1,0,1,-1,0.05,1,0.05,0,79,1,1,0,0.6598725104590545,0.34012748954096184,0
1,0,-1,-1,0.02,1,-0.02,1,80,1,1,1,0.6628276145830241,0.3371723854169517,0
1,1,1,-1,0.01,1,0.01,1,81,1,0,1,0.6613365608334373,0.3386634391665857,0
1,1,1,-1,0.05,1,0.05,1,82,1,0,1,0.662668087344395,0.33733191265560464,0
1,0,-1,-1,0.05,1,-0.05,1,83,1,1,1,0.6649768525740484,0.33502314742597694,0
1,1,-1,1,0.01,1,-0.01,0,84,1,1,0,0.6635457430450418,0.336454256954952,0
1,1,1,-1,0.02,0,0.02,1,85,1,0,1,0.6593343998571951,0.3406656001427863,0
1,1,-1,-1,0.02,0,-0.02,0,86,1,0,0,0.6573911305135152,0.3426088694864768,0
1,1,-1,-1,0.01,0,-0.01,0,87,1,0,0,0.6603598267490773,0.3396401732509146,0
1,1,1,-1,0.01,0,0.01,1,88,1,0,1,0.6675597946180198,0.3324402053819825,0
1,0,1,-1,0.05,0,0.05,0,89,1,1,0,0.6777314216981696,0.3222685783018271,0
1,0,-1,1,0.05,0,-0.05,1,90,1,0,1,0.6836130517933989,0.3163869482065792,0
1,1,1,-1,0.05,0,0.05,1,91,1,0,1,0.6901954812808143,0.3098045187191639,0
1,1,1,1,0.02,0,0.02,1,92,1,1,1,0.6978391900007176,0.30216080999929584,0
1,0,1,-1,0.05,0,0.05,0,93,1,1,0,0.7028969567294118,0.29710304327056264,0
1,0,1,-1,0.02,0,0.02,0,94,1,1,0,0.7040340406904485,0.2959659593095796,0
1,0,1,1,0.02,0,0.02,0,95,1,0,0,0.7007789260232289,0.29922107397674824,0
1,0,-1,-1,0.01,0,-0.01,1,96,1,1,1,0.7018237859804505,0.29817621401953726,0
1,0,-1,-1,0.01,0,-0.01,1,97,1,1,1,0.6985393418466324,0.30146065815335626,0
1,1,1,-1,0.02,0,0.02,1,98,1,0,1,0.6907799158763154,0.3092200841237014,0
1,0,-1,1,0.05,0,-0.05,1,99,1,0,1,0.6853798173040208,0.3146201826959961,0
1,1,-1,1,0.01,0,-0.01,0,100,1,1,0,0.6806829186001561,0.3193170813998504,0
1,1,-1,-1,0.05,0,-0.05,0,101,1,0,0,0.6732192887034844,0.32678071129649944,0
1,0,-1,1,0.02,0,-0.02,1,102,1,0,1,0.673231933170643,0.32676806682933324,0
1,0,-1,1,0.02,0,-0.02,1,103,1,0,1,0.6751350403196605,0.3248649596803673,0
1,0,-1,-1,0.05,0,-0.05,1,104,1,1,1,0.6789401679373143,0.3210598320626734,0
1,1,1,-1,0.05,0,0.05,1,105,1,0,1,0.6790761604091934,0.3209238395908168,0
1,1,1,-1,0.01,0,0.01,1,106,1,0,1,0.6802261722568383,0.31977382774318774,0
1,1,-1,1,0.02,0,-0.02,0,107,1,1,0,0.6842287670671695,0.31577123293282716,0
1,1,1,-1,0.02,0,0.02,1,108,1,0,1,0.685631481964701,0.31436851803530724,0
1,0,-1,-1,0.02,0,-0.02,1,109,1,1,1,0.6893327259906726,0.31066727400933414,0
1,0,-1,-1,0.02,0,-0.02,1,110,1,1,1,0.6887555239352984,0.31124447606468053,0
1,0,1,-1,0.05,0,0.05,0,111,1,1,0,0.683875677251486,0.3161243227485021,0
1,1,-1,1,0.01,0,-0.01,0,112,1,1,0,0.6748016612605043,0.3251983387394717,0
1,1,-1,1,0.02,0,-0.02,0,113,1,1,0,0.6627439791146754,0.33725602088533413,0
1,0,1,1,0.02,0,0.02,0,114,1,0,0,0.6475501645809058,0.35244983541910113,0
1,0,-1,-1,0.05,0,-0.05,1,115,1,1,1,0.6371505942348349,0.36284940576515,0
1,1,1,-1,0.02,0,0.02,1,116,1,0,1,0.6223544634387861,0.3776455365612236,0
1,0,-1,1,0.01,0,-0.01,1,117,1,0,1,0.6100033668846057,0.38999663311537636,0
1,1,-1,1,0.02,0,-0.02,0,118,1,1,0,0.6001583266929273,0.39984167330707515,0
1,0,-1,-1,0.02,0,-0.02,1,119,1,1,1,0.5870257200126529,0.41297427998736747,0
1,1,1,-1,0.02,0,0.02,1,120,1,0,1,0.5681422273635857,0.43185777263641106,0
1,1,1,-1,0.05,0,0.05,1,121,1,0,1,0.5517455189719856,0.4482544810280297,0
1,1,-1,-1,0.05,0,-0.05,0,122,1,0,0,0.5361472007933432,0.4638527992066358,0
1,1,-1,-1,0.01,0,-0.01,0,123,1,0,0,0.5286869488386626,0.47131305116131933,0
1,1,1,-1,0.02,0,0.02,1,124,1,0,1,0.5253056624925688,0.4746943375074104,0
1,1,-1,1,0.02,1,-0.02,0,125,1,1,0,0.5239184713490453,0.47608152865093295,0
1,0,-1,1,0.01,1,-0.01,1,126,1,0,1,0.5192614645219079,0.48073853547809564,0
1,1,1,1,0.05,1,0.05,1,127,1,1,1,0.5167484508347646,0.48325154916522955,0
1,1,1,-1,0.02,1,0.02,1,128,1,0,1,0.5113823950139115,0.48861760498609,0
1,0,-1,-1,0.02,1,-0.02,1,129,1,1,1,0.507993178068035,0.4920068219319508,0
1,0,-1,1,0.01,1,-0.01,1,130,1,0,1,0.49932173986167677,0.5006782601383427,1
1,0,-1,1,0.02,1,-0.02,1,131,1,0,1,0.4928077041301469,0.5071922958698512,1
1,0,1,1,0.05,1,0.05,0,132,1,0,0,0.48782043781526324,0.5121795621847359,1
1,0,-1,-1,0.02,1,-0.02,1,133,1,1,1,0.48925337997839463,0.5107466200215846,1
1,0,1,1,0.01,1,0.01,0,134,1,0,0,0.48548307788117884,0.5145169221188062,1
1,0,1,1,0.02,1,0.02,0,135,1,0,0,0.4850544128741466,0.514945587125861,1
1,0,1,1,0.05,0,0.05,0,136,1,0,0,0.4886835936214362,0.5113164063785397,1
1,1,-1,1,0.01,0,-0.01,0,137,1,1,0,0.49894132856797346,0.5010586714320211,1
1,1,1,1,0.05,0,0.05,1,138,1,1,1,0.5056307437978719,0.49436925620211974,0
1,1,1,1,0.05,0,0.05,1,139,1,1,1,0.5094108631681579,0.4905891368318431,0
1,1,-1,1,0.05,0,-0.05,0,140,1,1,0,0.5103375931711089,0.4896624068288873,0
1,1,-1,-1,0.01,0,-0.01,0,141,1,0,0,0.5085891351483336,0.4914108648516561,0
1,0,-1,1,0.01,0,-0.01,1,142,1,0,1,0.510787586712961,0.4892124132870535,0
1,1,-1,1,0.05,0,-0.05,0,143,1,1,0,0.5151045946679396,0.4848954053320837,0
1,0,1,1,0.05,0,0.05,0,144,1,0,0,0.5167429379642196,0.4832570620357583,0
1,0,-1,-1,0.01,1,-0.01,1,145,1,1,1,0.5249763470503578,0.47502365294965093,0
1,1,1,-1,0.05,1,0.05,1,146,1,0,1,0.5278389165440762,0.47216108345593477,0
1,1,1,-1,0.01,1,0.01,1,147,1,0,1,0.5313434156165887,0.4686565843834066,0
1,1,1,-1,0.05,1,0.05,1,148,1,0,1,0.5374881438203117,0.46251185617968177,0
1,1,1,-1,0.02,1,0.02,1,149,1,0,1,0.5443133665372348,0.45568663346275506,0
1,1,-1,-1,0.02,1,-0.02,0,150,1,0,0,0.5532572001999503,0.44674279980006604,0
1,0,-1,-1,0.01,1,-0.01,1,151,1,1,1,0.5674835476460248,0.4325164523539663,0
1,1,1,-1,0.05,1,0.05,1,152,1,0,1,0.5761274851550282,0.42387251484495825,0
1,1,1,1,0.02,1,0.02,1,153,1,1,1,0.5855683317553065,0.4144316682447012,0
1,1,1,-1,0.01,1,0.01,1,154,1,0,1,0.5918533387925686,0.4081466612074271,0
1,1,-1,1,0.02,1,-0.02,0,155,1,1,0,0.600971836716159,0.3990281632838527,0
1,1,1,-1,0.02,1,0.02,1,156,1,0,1,0.6069788884330936,0.3930211115668895,0
1,1,1,-1,0.02,0,0.02,1,157,1,0,1,0.6152245002553018,0.38477549974471426,0
1,1,1,-1,0.01,0,0.01,1,158,1,0,1,0.6257757175396933,0.37422428246029105,0
1,0,-1,-1,0.01,0,-0.01,1,159,1,1,1,0.6393690997120365,0.3606309002879356,0
1,0,-1,-1,0.05,0,-0.05,1,160,1,1,1,0.6477609397666902,0.3522390602333338,0
1,0,1,1,0.01,0,0.01,0,161,1,0,0,0.6521798339258922,0.34782016607408045,0
1,1,1,-1,0.01,0,0.01,1,162,1,0,1,0.6603260653192681,0.3396739346807437,0
1,1,1,1,0.01,0,0.01,1,163,1,1,1,0.6714681496273168,0.3285318503726926,0
1,1,1,-1,0.02,0,0.02,1,164,1,0,1,0.6796743883965483,0.32032561160342754,0
1,1,-1,-1,0.02,0,-0.02,0,165,1,0,0,0.6902907479194892,0.30970925208049804,0
1,0,1,-1,0.05,0,0.05,0,166,1,1,0,0.7064118833303544,0.2935881166696534,0
1,0,-1,-1,0.02,0,-0.02,1,167,1,1,1,0.7179852716948733,0.2820147283051403,0
1,1,-1,-1,0.02,0,-0.02,0,168,1,0,0,0.7251479886973363,0.2748520113026476,0
1,1,1,-1,0.05,0,0.05,1,169,1,0,1,0.7374917742326483,0.26250822576734084,0
1,1,1,1,0.05,0,0.05,1,170,1,1,1,0.7510517168447399,0.2489482831552629,0
1,1,1,-1,0.05,0,0.05,1,171,1,0,1,0.7624635835552434,0.2375364164447779,0
1,0,1,-1,0.01,0,0.01,0,172,1,1,0,0.775136038923028,0.22486396107695147,0
1,1,1,1,0.02,0,0.02,1,173,1,1,1,0.7835056799103401,0.21649432008963596,0
1,0,-1,-1,0.05,0,-0.05,1,174,1,1,1,0.7897861133001896,0.21021388669979402,0
1,1,1,-1,0.02,0,0.02,1,175,1,0,1,0.7931496153794434,0.2068503846205576,0
1,0,-1,-1,0.05,0,-0.05,1,176,1,1,1,0.7989033851620639,0.2010966148379355,0
1,1,1,1,0.05,0,0.05,1,177,1,1,1,0.8018397601349536,0.19816023986502732,0
1,0,1,-1,0.01,0,0.01,0,178,1,1,0,0.8033003637146154,0.1966996362853587,0
1,1,1,1,0.01,0,0.01,1,179,1,1,1,0.8012498647455459,0.1987501352544401,0
1,0,-1,1,0.01,0,-0.01,1,180,1,0,1,0.7973024694090458,0.2026975305909292,0
1,0,-1,1,0.02,0,-0.02,1,181,1,0,1,0.7958469310806523,0.20415306891936136,0
1,0,-1,-1,0.01,0,-0.01,1,182,1,1,1,0.7964162782203673,0.20358372177965703,0
1,1,1,1,0.05,0,0.05,1,183,1,1,1,0.7934968883591,0.20650311164088395,0
1,1,-1,1,0.01,0,-0.01,0,184,1,1,0,0.7890210599066557,0.21097894009332807,0
1,0,-1,-1,0.02,0,-0.02,1,185,1,1,1,0.7824749415709308,0.21752505842907843,0
1,0,-1,1,0.02,0,-0.02,1,186,1,0,1,0.7721202677276716,0.22787973227230346,0
1,0,-1,1,0.01,0,-0.01,1,187,1,0,1,0.7638841648974408,0.2361158351025531,0
1,0,-1,1,0.01,0,-0.01,1,188,1,0,1,0.7582134604174486,0.2417865395825284,0
1,0,-1,1,0.05,0,-0.05,1,189,1,0,1,0.7550569311846133,0.24494306881536337,0
1,1,-1,1,0.05,0,-0.05,0,190,1,1,0,0.7527765344342681,0.24722346556570976,0
1,1,1,1,0.01,0,0.01,1,191,1,1,1,0.7488308715767832,0.2511691284232099,0
1,1,-1,-1,0.02,0,-0.02,0,192,1,0,0,0.7425664004215841,0.2574335995784272,0
1,1,1,-1,0.05,0,0.05,1,193,1,0,1,0.7411499355391393,0.25885006446085507,0
1,0,-1,1,0.02,0,-0.02,1,194,1,0,1,0.74088451593459,0.2591154840653836,0
1,1,1,-1,0.05,0,0.05,1,195,1,0,1,0.742600387600508,0.2573996123995168,0
1,0,-1,1,0.05,1,-0.05,1,196,1,0,1,0.7454725008394831,0.2545274991605415,0
1,0,-1,-1,0.02,1,-0.02,1,197,1,1,1,0.7491975005342455,0.25080249946577543,0
1,0,1,1,0.01,1,0.01,0,198,1,0,0,0.7491058460459011,0.25089415395410974,0
1,1,1,1,0.01,1,0.01,1,199,1,1,1,0.7526255630564307,0.24737443694355518,0
1,0,1,1,0.05,1,0.05,0,200,1,0,0,0.7539082742387994,0.2460917257611857,0
1,0,1,-1,0.02,1,0.02,0,201,1,1,0,0.7615381315243235,0.23846186847565487,0
1,1,1,1,0.02,1,0.02,1,202,1,1,1,0.7651233556728227,0.2348766443271602,0
1,0,-1,-1,0.05,0,-0.05,1,203,1,1,1,0.7666237245835524,0.23337627541645567,0
1,0,-1,1,0.01,0,-0.01,1,204,1,0,1,0.7650972070326166,0.23490279296736535,0
1,0,1,-1,0.01,0,0.01,0,205,1,1,0,0.7660520763330253,0.23394792366696893,0
1,1,1,1,0.02,0,0.02,1,206,1,1,1,0.7631081035737426,0.23689189642627959,0
1,0,1,1,0.05,0,0.05,0,207,1,0,0,0.7580388087110593,0.24196119128896315,0
1,1,1,1,0.05,0,0.05,1,208,1,1,1,0.759210645289177,0.24078935471079513,0
1,1,-1,-1,0.05,0,-0.05,0,209,1,0,0,0.7586368272524421,0.2413631727475388,0
1,1,1,-1,0.05,0,0.05,1,210,1,0,1,0.7651412376296982,0.23485876237031889,0
1,1,-1,-1,0.01,0,-0.01,0,211,1,0,0,0.7728699635881848,0.22713003641181115,0
1,0,-1,1,0.05,0,-0.05,1,212,1,0,1,0.7849502698711354,0.2150497301288817,0
1,0,-1,-1,0.05,0,-0.05,1,213,1,1,1,0.7980061198646473,0.20199388013532812,0
1,1,1,1,0.01,0,0.01,1,214,1,1,1,0.8078196853105329,0.19218031468948069,0
1,1,1,-1,0.02,0,0.02,1,215,1,0,1,0.8155847492494985,0.1844152507504758,0
1,1,1,1,0.01,1,0.01,1,216,1,1,1,0.825839917288143,0.1741600827118315,0
1,1,1,1,0.02,1,0.02,1,217,1,1,1,0.8341604720690093,0.16583952793096915,0
1,1,-1,1,0.01,1,-0.01,0,218,1,1,0,0.8407710864565654,0.1592289135434356,0
1,1,1,1,0.05,1,0.05,1,219,1,1,1,0.8457184232715633,0.1542815767284218,0
1,0,-1,-1,0.01,1,-0.01,1,220,1,1,1,0.8494825319217092,0.15051746807831687,0
1,0,-1,-1,0.05,1,-0.05,1,221,1,1,1,0.85036068713653,0.14963931286344873,0
1,0,1,-1,0.05,1,0.05,0,222,1,1,0,0.8490282429170254,0.15097175708298088,0
1,1,1,-1,0.01,1,0.01,1,223,1,0,1,0.8451380644614485,0.15486193553855976,0
1,0,-1,-1,0.02,1,-0.02,1,224,1,1,1,0.8440264178578522,0.15597358214216883,0
1,0,-1,1,0.05,1,-0.05,1,225,1,0,1,0.8400684371122006,0.15993156288781743,0
1,1,1,1,0.01,1,0.01,1,226,1,1,1,0.837193129271454,0.16280687072853708,0
1,0,1,1,0.02,1,0.02,0,227,1,0,0,0.8327031934103424,0.16729680658963036,0
1,1,1,-1,0.01,1,0.01,1,228,1,0,1,0.8322007616071319,0.1677992383928564,0
1,1,1,1,0.01,1,0.01,1,229,1,1,1,0.8344876768046043,0.16551232319540912,0
1,0,-1,1,0.05,1,-0.05,1,230,1,0,1,0.8351735255683393,0.1648264744316755,0
1,1,1,1,0.05,1,0.05,1,231,1,1,1,0.8369284570663656,0.16307154293364212,0
1,1,-1,1,0.02,1,-0.02,0,232,1,1,0,0.8374796197954347,0.1625203802045599,0
1,1,1,-1,0.02,1,0.02,1,233,1,0,1,0.8365038654175165,0.16349613458246465,0
1,1,-1,1,0.01,1,-0.01,0,234,1,1,0,0.837865833867671,0.16213416613234358,0
1,0,1,1,0.01,1,0.01,0,235,1,0,0,0.8376477859020198,0.16235221409796433,0
1,1,-1,1,0.01,1,-0.01,0,236,1,1,0,0.8408450131902413,0.15915498680976664,0
1,0,-1,-1,0.05,1,-0.05,1,237,1,1,1,0.8424705345508147,0.15752946544918195,0
1,0,-1,-1,0.05,1,-0.05,1,238,1,1,1,0.8417958749828269,0.15820412501716904,0
1,1,-1,1,0.01,1,-0.01,0,239,1,1,0,0.838799710450428,0.16120028954954943,0
1,1,1,1,0.05,1,0.05,1,240,1,1,1,0.8341847249740261,0.1658152750259476,0
1,1,1,1,0.02,1,0.02,1,241,1,1,1,0.8282713300762315,0.171728669923745,0
1,1,1,-1,0.02,1,0.02,1,242,1,0,1,0.8206292388641048,0.1793707611358835,0
1,1,-1,-1,0.02,1,-0.02,0,243,1,0,0,0.815408512804584,0.1845914871953922,0
1,1,1,-1,0.01,1,0.01,1,244,1,0,1,0.8147498924631739,0.18525010753683926,0
1,1,-1,1,0.05,1,-0.05,0,245,1,1,0,0.8169069576621587,0.18309304233786491,0
1,0,-1,1,0.05,1,-0.05,1,246,1,0,1,0.8178311794871719,0.1821688205128457,0
1,1,-1,-1,0.01,0,-0.01,0,247,1,0,0,0.8197835119168814,0.18021648808310076,0
1,1,1,-1,0.05,0,0.05,1,248,1,0,1,0.8256813357149843,0.17431866428503862,0
1,0,1,-1,0.01,0,0.01,0,249,1,1,0,0.8329172988428609,0.16708270115713614,0
1,0,-1,1,0.05,0,-0.05,1,250,1,0,1,0.8368287675684977,0.1631712324314894,0
1,0,-1,-1,0.02,0,-0.02,1,251,1,1,1,0.8418169375613718,0.15818306243861976,0
1,0,1,-1,0.02,0,0.02,0,252,1,1,0,0.8439005597029071,0.15609944029708464,0
1,0,1,-1,0.01,0,0.01,0,253,1,1,0,0.8429894082965972,0.1570105917034006,0
1,1,1,-1,0.05,1,0.05,1,254,1,0,1,0.8390111836075076,0.16098881639248033,0
1,0,-1,-1,0.05,1,-0.05,1,255,1,1,1,0.8363773731261921,0.16362262687382603,0
1,0,-1,-1,0.05,1,-0.05,1,256,1,1,1,0.8313137528989194,0.16868624710105623,0
1,1,-1,-1,0.02,1,-0.02,0,257,1,0,0,0.8236602765491308,0.17633972345088866,0
1,1,1,1,0.05,1,0.05,1,258,1,1,1,0.8206152418321525,0.1793847581678635,0
1,1,1,1,0.01,1,0.01,1,259,1,1,1,0.8162064054852245,0.1837935945147703,0
1,0,1,-1,0.02,1,0.02,0,260,1,1,0,0.8099595957478525,0.1900404042521574,0
1,1,-1,1,0.05,1,-0.05,0,261,1,1,0,0.7999920432349609,0.2000079567650445,0
1,1,-1,1,0.05,1,-0.05,0,262,1,1,0,0.7884099700726971,0.2115900299273226,0
1,0,-1,1,0.05,1,-0.05,1,263,1,0,1,0.7750576348084619,0.2249423651915643,0
1,1,-1,-1,0.05,1,-0.05,0,264,1,0,0,0.7626575049422634,0.23734249505774382,0
1,1,-1,-1,0.01,1,-0.01,0,265,1,0,0,0.7577087422447517,0.24229125775522387,0
1,0,-1,-1,0.02,0,-0.02,1,266,1,1,1,0.7568534713312679,0.24314652866873088,0
1,0,1,-1,0.02,0,0.02,0,267,1,1,0,0.752230451062187,0.24776954893783246,0
1,0,-1,1,0.02,0,-0.02,1,268,1,0,1,0.7434188267438676,0.2565811732561241,0
1,0,-1,-1,0.02,0,-0.02,1,269,1,1,1,0.7366650750826639,0.2633349249173273,0
1,1,-1,-1,0.01,0,-0.01,0,270,1,0,0,0.725679143908667,0.27432085609135737,0
1,1,1,-1,0.01,0,0.01,1,271,1,0,1,0.7190505537933265,0.2809494462066771,0
1,1,-1,-1,0.02,0,-0.02,0,272,1,0,0,0.7153362783493221,0.2846637216506635,0
1,0,-1,-1,0.05,0,-0.05,1,273,1,1,1,0.7164770710306606,0.28352292896934966,0
1,1,-1,-1,0.01,0,-0.01,0,274,1,0,0,0.7142069479271888,0.28579305207278743,0
1,1,1,1,0.02,0,0.02,1,275,1,1,1,0.7160668335094459,0.2839331664905778,0
1,0,1,1,0.05,0,0.05,0,276,1,0,0,0.7155475372786213,0.2844524627213545,0
1,0,-1,-1,0.01,0,-0.01,1,277,1,1,1,0.7214650646725368,0.27853493532748147,0
1,0,-1,1,0.01,0,-0.01,1,278,1,0,1,0.723148129697234,0.2768518703027776,0
1,1,1,1,0.02,0,0.02,1,279,1,1,1,0.727309908866472,0.27269009113353226,0
