block,resp,theta,previous,contrast,state,stim*contrast,ID,correct,trial,previous_congruent,stim*contrast_congruent,Gl_Prob_State_ext,Gl_Prob_State_int,State
1,1,-1,1,0.01,2,-0.01,1,0,97,1,0,0.9665504173893784,0.03344958260978348,2
1,1,-1,1,0.05,2,-0.05,1,0,98,1,0,0.9718416204313695,0.028158379568473266,2
1,0,1,-1,0.01,2,0.01,1,0,99,1,0,0.9737970922470329,0.02620290775218387,2
1,1,-1,1,0.05,2,-0.05,1,0,100,1,0,0.9749086499578495,0.025091350042081628,2
1,0,1,-1,0.02,2,0.02,1,0,101,1,0,0.9742122880928442,0.025787711907251813,2
1,1,1,1,0.1,2,0.1,1,1,102,1,1,0.9723669541110653,0.027633045888843504,2
1,1,-1,1,0.01,2,-0.01,1,0,103,1,0,0.9745594976464,0.025440502354295683,2
1,0,1,-1,0.1,2,0.1,1,0,104,1,0,0.9766808603555471,0.0233191396453108,2
1,0,-1,-1,0.01,2,-0.01,1,1,105,1,1,0.9748374960201704,0.025162503979772252,2
1,1,1,1,0.1,2,0.1,1,1,106,1,1,0.9735619594501087,0.026438040550641,2
1,0,1,-1,0.1,2,0.1,1,0,107,1,0,0.9767152077625827,0.023284792236925395,2
1,1,-1,1,0.1,2,-0.1,1,0,108,1,0,0.9759081967898553,0.024091803210574164,2
1,0,-1,-1,0.01,2,-0.01,1,1,109,1,1,0.9712084430647698,0.028791556935247337,2
1,1,-1,1,0.01,2,-0.01,1,0,110,1,0,0.965381399717301,0.0346186002822156,2
1,1,-1,1,0.01,2,-0.01,1,0,111,1,0,0.9553817982999171,0.04461820170026878,2
1,1,1,1,0.01,2,0.01,1,1,112,1,1,0.9368686693054039,0.06313133069531551,2
1,1,1,1,0.01,2,0.01,1,1,113,1,1,0.9036244204407641,0.0963755795592877,2
1,1,1,1,0.01,2,0.01,1,1,114,1,1,0.8423801127002669,0.15761988729906345,2
1,1,-1,1,0.01,2,-0.01,1,0,115,1,0,0.7286910071700097,0.27130899282964216,2
1,0,-1,1,0.05,2,-0.05,1,1,116,0,1,0.5106872451548363,0.4893127548443566,2
1,0,-1,-1,0.05,2,-0.05,1,1,117,1,1,0.5354621624837796,0.4645378375163847,2
1,1,-1,1,0.02,2,-0.02,1,0,118,1,0,0.5045027317466716,0.4954972682539327,2
1,0,-1,-1,0.05,2,-0.05,1,1,119,1,1,0.3949052092593921,0.6050947907405697,1
1,1,-1,-1,0.1,1,-0.1,1,0,120,0,0,0.1773934936595854,0.8226065063403397,1
1,0,-1,-1,0.01,1,-0.01,1,1,121,1,1,0.2005782255861857,0.7994217744138504,1
1,0,1,-1,0.05,1,0.05,1,0,122,1,0,0.16003754474170095,0.8399624552574994,1
1,1,1,-1,0.02,1,0.02,1,1,123,0,1,0.02676887453248743,0.973231125468137,1
1,1,-1,-1,0.01,1,-0.01,1,0,124,0,0,0.006337499304390854,0.9936625006950746,1
1,0,-1,1,0.1,1,-0.1,1,1,125,0,1,0.005104384040544866,0.9948956159594573,1
1,0,-1,1,0.05,1,-0.05,1,1,126,0,1,0.008974944219317387,0.9910250557808334,1
1,1,-1,1,0.1,1,-0.1,1,0,127,1,0,0.03517462802786126,0.9648253719717139,1
1,0,-1,1,0.01,1,-0.01,1,1,128,0,1,0.012262505290545744,0.9877374947095557,1
1,0,-1,1,0.01,1,-0.01,1,1,129,0,1,0.01753495908444874,0.9824650409149953,1
1,0,1,1,0.02,1,0.02,1,0,130,0,0,0.07405457178300988,0.9259454282164401,1
1,0,-1,-1,0.1,2,-0.1,1,1,131,1,1,0.4554683549958392,0.5445316450041527,1
1,0,1,-1,0.01,2,0.01,1,0,132,1,0,0.6827079836824739,0.31729201631670334,2
1,0,-1,-1,0.02,2,-0.02,1,1,133,1,1,0.797240735295559,0.2027592647049828,2
1,1,1,1,0.05,2,0.05,1,1,134,1,1,0.8548636559254491,0.14513634407493956,2
1,1,-1,1,0.1,2,-0.1,1,0,135,1,0,0.882380099166863,0.11761990083326213,2
1,0,-1,-1,0.1,2,-0.1,1,1,136,1,1,0.8748777188514772,0.12512228114851603,2
1,1,1,1,0.05,2,0.05,1,1,137,1,1,0.8490740342804398,0.1509259657199147,2
1,1,-1,1,0.05,2,-0.05,1,0,138,1,0,0.7927216821512698,0.20727831784861653,2
1,1,1,-1,0.02,2,0.02,1,1,139,0,1,0.6666596206170596,0.3333403793821554,2
1,0,1,-1,0.05,2,0.05,1,0,140,1,0,0.758818357057795,0.2411816429429475,2
1,0,1,-1,0.05,2,0.05,1,0,141,1,0,0.7882145820338295,0.21178541796556288,2
1,1,-1,1,0.05,2,-0.05,1,0,142,1,0,0.7705419991978182,0.22945800080216167,2
1,1,-1,1,0.1,2,-0.1,1,0,143,1,0,0.6981105097213856,0.3018894902785887,2
1,1,1,1,0.05,2,0.05,1,1,144,1,1,0.519181192493737,0.48081880750602113,2
1,0,1,1,0.02,2,0.02,1,0,145,0,0,0.19975037695459602,0.800249623045518,1
1,0,-1,1,0.05,2,-0.05,1,1,146,0,1,0.17720517590472334,0.8227948240948911,1
1,1,1,1,0.05,2,0.05,1,1,147,1,1,0.3141629871230577,0.685837012876314,1
1,1,1,1,0.05,2,0.05,1,1,148,1,1,0.37066483598554556,0.6293351640147775,1
1,1,1,1,0.1,2,0.1,1,1,149,1,1,0.36573514679285707,0.6342648532079062,1
1,1,-1,1,0.01,2,-0.01,1,0,150,1,0,0.304951637558851,0.695048362442002,1
1,0,1,1,0.1,1,0.1,1,0,151,0,0,0.14774889841895458,0.8522511015809195,1
1,0,-1,-1,0.1,1,-0.1,1,1,152,1,1,0.1801116495433084,0.8198883504571404,1
1,0,1,-1,0.1,1,0.1,1,0,153,1,0,0.15974425398515224,0.8402557460143693,1
1,1,-1,-1,0.02,1,-0.02,1,0,154,0,0,0.04873062440537098,0.9512693755950957,1
1,1,-1,-1,0.02,1,-0.02,1,0,155,0,0,0.04965355849812677,0.9503464415026168,1
1,1,-1,1,0.1,1,-0.1,1,0,156,1,0,0.16737885379035192,0.8326211462102798,1
1,1,-1,1,0.02,1,-0.02,1,0,157,1,0,0.19291738949442971,0.8070826105055463,1
1,1,1,1,0.01,1,0.01,1,1,158,1,1,0.15275284869737132,0.8472471513023881,1
1,1,1,-1,0.02,1,0.02,1,1,159,0,1,0.034305044289909374,0.9656949557094529,1
1,0,1,1,0.01,2,0.01,1,0,160,0,0,0.02134290293246644,0.9786570970674301,1
1,0,-1,-1,0.1,1,-0.1,1,1,161,1,1,0.053723394301023235,0.9462766056987412,1
1,0,-1,1,0.01,1,-0.01,1,1,162,0,1,0.04352996433253852,0.9564700356676644,1
1,1,-1,1,0.1,1,-0.1,1,0,163,1,0,0.11084743300506962,0.8891525669949959,1
1,1,-1,1,0.02,1,-0.02,1,0,164,1,0,0.10694955784425757,0.8930504421552764,1
1,1,1,-1,0.02,1,0.02,1,1,165,0,1,0.03988098739428215,0.9601190126057065,1
1,0,1,-1,0.01,1,0.01,1,0,166,1,0,0.04960538714932262,0.9503946128506455,1
1,0,-1,1,0.01,1,-0.01,1,1,167,0,1,0.009813269575842963,0.9901867304239704,1
1,1,-1,-1,0.1,1,-0.1,1,0,168,0,0,0.003074866515827833,0.9969251334834999,1
1,0,-1,1,0.1,1,-0.1,1,1,169,0,1,0.004749922848417821,0.9952500771524329,1
1,1,1,-1,0.02,1,0.02,1,1,170,0,1,0.011079666505673205,0.9889203334944814,1
1,1,1,-1,0.01,1,0.01,1,1,171,0,1,0.05623037900555394,0.9437696209939678,1
1,0,-1,-1,0.01,1,-0.01,1,1,172,1,1,0.35744677343130693,0.6425532265677985,1
1,0,-1,-1,0.05,1,-0.05,1,1,173,1,1,0.5080468318462348,0.4919531681540699,2
1,0,1,-1,0.02,2,0.02,1,0,174,1,0,0.5771657070511628,0.4228342929494389,2
1,0,-1,-1,0.05,2,-0.05,1,1,175,1,1,0.5790877741041449,0.4209122258962463,2
1,0,1,-1,0.1,2,0.1,1,0,176,1,0,0.5261529859140301,0.4738470140868131,2
1,0,-1,-1,0.05,2,-0.05,1,1,177,1,1,0.36143640925907,0.6385635907407631,1
1,1,-1,-1,0.02,2,-0.02,1,0,178,0,0,0.053743714279160026,0.946256285719991,1
1,1,1,-1,0.05,1,0.05,1,1,179,0,1,0.01095664744785048,0.9890433525523655,1
1,1,1,-1,0.02,1,0.02,1,1,180,0,1,0.0037845745671584046,0.9962154254322109,1
1,0,-1,1,0.01,2,-0.01,1,1,181,0,1,0.003191853098968292,0.9968081469017945,1
1,0,-1,1,0.05,1,-0.05,1,1,182,0,1,0.005629080827583882,0.9943709191727397,1
1,1,1,-1,0.1,1,0.1,1,1,183,0,1,0.018945625436205538,0.9810543745634686,1
1,1,1,1,0.01,1,0.01,1,1,184,1,1,0.08922508176786208,0.9107749182315955,1
1,0,-1,-1,0.02,1,-0.02,1,1,185,1,1,0.09977513644980641,0.900224863549879,1
1,0,1,1,0.1,1,0.1,1,0,186,0,0,0.05488476177895975,0.9451152382209326,1
1,1,-1,1,0.02,1,-0.02,1,0,187,1,0,0.10684762577162132,0.893152374228015,1
1,0,1,1,0.01,1,0.01,1,0,188,0,0,0.09884594902461198,0.9011540509753444,1
1,0,-1,-1,0.1,1,-0.1,1,1,189,1,1,0.2369903751987724,0.7630096248017764,1
1,1,1,1,0.1,1,0.1,1,1,190,1,1,0.29979285578267195,0.7002071442177815,1
1,1,-1,-1,0.01,1,-0.01,1,0,191,0,0,0.30588225774654915,0.6941177422535123,1
1,1,-1,1,0.01,2,-0.01,1,0,192,1,0,0.6312361686895993,0.36876383131003354,2
1,1,-1,1,0.01,2,-0.01,1,0,193,1,0,0.8021188203715545,0.19788117962911866,2
1,0,1,-1,0.1,2,0.1,1,0,194,1,0,0.8927128075840924,0.1072871924166007,2
1,0,1,-1,0.05,2,0.05,1,0,195,1,0,0.9315560265063176,0.06844397349364999,2
1,0,-1,-1,0.02,2,-0.02,1,1,196,1,1,0.9480020592810964,0.05199794071909943,2
1,0,-1,-1,0.1,2,-0.1,1,1,197,1,1,0.9554503255434299,0.044549674457003585,2
1,0,-1,-1,0.05,2,-0.05,1,1,198,1,1,0.9613364504087324,0.038663549591856416,2
1,0,1,-1,0.02,2,0.02,1,0,199,1,0,0.9647680390490195,0.03523196095132386,2
1,0,1,-1,0.01,2,0.01,1,0,200,1,0,0.9631457917645992,0.036854208234685555,2
1,0,-1,-1,0.02,2,-0.02,1,1,201,1,1,0.9563132829635344,0.043686717036731014,2
1,1,-1,1,0.1,2,-0.1,1,0,202,1,0,0.9432160647574583,0.05678393524329044,2
1,0,-1,-1,0.01,2,-0.01,1,1,203,1,1,0.90886426709837,0.09113573290212305,2
1,1,-1,1,0.02,2,-0.02,1,0,204,1,0,0.846024071564511,0.15397592843582872,2
1,0,-1,1,0.05,2,-0.05,1,1,205,0,1,0.7244095974793706,0.27559040252099837,2
1,1,1,1,0.05,2,0.05,1,1,206,1,1,0.7959829194758345,0.20401708052431541,2
1,0,-1,-1,0.02,2,-0.02,1,1,207,1,1,0.8276329970340046,0.17236700296539254,2
1,0,1,-1,0.05,2,0.05,1,0,208,1,0,0.8259587472492267,0.17404125275017027,2
1,0,1,-1,0.01,2,0.01,1,0,209,1,0,0.7811482744521495,0.21885172554788732,2
1,1,-1,-1,0.02,2,-0.02,1,0,210,0,0,0.6775181766420337,0.3224818233582457,2
1,0,-1,-1,0.05,2,-0.05,1,1,211,1,1,0.8036318976260327,0.1963681023746165,2
1,0,1,-1,0.05,2,0.05,1,0,212,1,0,0.8735807682990766,0.1264192317002255,2
1,1,1,1,0.05,2,0.05,1,1,213,1,1,0.9015516399232296,0.09844836007654216,2
1,1,-1,1,0.01,2,-0.01,1,0,214,1,0,0.9118531312408888,0.08814686875935415,2
1,0,1,-1,0.05,2,0.05,1,0,215,1,0,0.9030929518703096,0.09690704813044113,2
1,1,-1,1,0.02,2,-0.02,1,0,216,1,0,0.8661308146184745,0.1338691853809492,2
1,0,1,-1,0.1,2,0.1,1,0,217,1,0,0.7877654372019008,0.21223456279720385,2
1,0,-1,-1,0.1,2,-0.1,1,1,218,1,1,0.6068723967434625,0.3931276032557722,2
1,1,-1,-1,0.01,2,-0.01,1,0,219,0,0,0.3067188972459382,0.6932811027548488,1
1,0,1,-1,0.02,2,0.02,1,0,220,1,0,0.30803790819173904,0.6919620918085385,1
1,1,-1,1,0.05,1,-0.05,1,0,221,1,0,0.23465040011672678,0.7653495998837018,1
1,0,-1,1,0.05,1,-0.05,1,1,222,0,1,0.04620961878537153,0.9537903812154713,1
1,1,-1,-1,0.05,1,-0.05,1,0,223,0,0,0.013734463275637963,0.9862655367244532,1
1,0,1,1,0.01,1,0.01,1,0,224,0,0,0.021183957428052954,0.9788160425718373,1
1,1,1,1,0.1,1,0.1,1,1,225,1,1,0.09586778626286939,0.9041322137379353,1
1,0,1,-1,0.1,2,0.1,1,0,226,1,0,0.11661292262260688,0.8833870773776441,1
1,1,-1,-1,0.02,1,-0.02,1,0,227,0,0,0.06796594786072944,0.9320340521400354,1
1,1,1,-1,0.01,1,0.01,1,1,228,0,1,0.12005417168951718,0.8799458283109787,1
1,1,1,1,0.05,1,0.05,1,1,229,1,1,0.5175351293618474,0.4824648706377261,2
1,0,1,-1,0.05,1,0.05,1,0,230,1,0,0.7439610998945402,0.25603890010573244,2
1,1,1,1,0.01,1,0.01,1,1,231,1,1,0.8534510115216052,0.14654898847776582,2
1,0,1,-1,0.05,2,0.05,1,0,232,1,0,0.9130868785133568,0.08691312148667846,2
1,1,-1,1,0.01,2,-0.01,1,0,233,1,0,0.9405219631550212,0.05947803684580653,2
1,0,-1,-1,0.02,2,-0.02,1,1,234,1,1,0.9539080710257234,0.04609192897484347,2
1,1,1,1,0.05,2,0.05,1,1,235,1,1,0.9602983348983808,0.0397016651024075,2
1,1,1,1,0.02,2,0.02,1,1,236,1,1,0.9643546414113165,0.03564535858781432,2
1,1,1,1,0.1,2,0.1,1,1,237,1,1,0.9659035944985522,0.034096405501938286,2
1,1,1,1,0.02,2,0.02,1,1,238,1,1,0.9694349300242588,0.03056506997632844,2
1,0,1,-1,0.01,2,0.01,1,0,239,1,0,0.9722585047785106,0.02774149522125636,2
1,1,-1,1,0.05,2,-0.05,1,0,240,1,0,0.9735612674237999,0.026438732575725283,2
1,1,1,1,0.01,2,0.01,1,1,241,1,1,0.9724261499323943,0.027573850067337525,2
1,1,-1,1,0.01,2,-0.01,1,0,242,1,0,0.9713142676199835,0.02868573238026029,2
1,1,-1,1,0.02,2,-0.02,1,0,243,1,0,0.9687785918657648,0.031221408134075878,2
1,1,1,1,0.1,2,0.1,1,1,244,1,1,0.9631730717340353,0.03682692826571763,2
1,1,1,1,0.01,2,0.01,1,1,245,1,1,0.9586445996603008,0.041355400339677315,2
1,0,-1,-1,0.1,2,-0.1,1,1,246,1,1,0.9488495554861123,0.05115044451449501,2
1,0,1,-1,0.01,2,0.01,1,0,247,1,0,0.935361379719242,0.06463862028036028,2
1,0,-1,-1,0.05,2,-0.05,1,1,248,1,1,0.9054269076254883,0.09457309237534094,2
1,0,1,-1,0.05,2,0.05,1,0,249,1,0,0.8527950025076444,0.14720499749289145,2
1,1,-1,1,0.01,2,-0.01,1,0,250,1,0,0.7405454418175459,0.2594545581832394,2
1,0,-1,-1,0.01,1,-0.01,1,1,251,1,1,0.5262126202100917,0.47378737979038626,2
1,1,1,-1,0.02,1,0.02,1,1,252,0,1,0.12288850689075322,0.8771114931093197,1
1,1,-1,-1,0.01,1,-0.01,1,0,253,0,0,0.06813140563359088,0.9318685943657364,1
1,0,-1,-1,0.05,1,-0.05,1,1,254,1,1,0.11262956946462345,0.8873704305362302,1
1,1,1,1,0.05,1,0.05,1,1,255,1,1,0.10305098235591119,0.8969490176434363,1
1,0,1,1,0.02,1,0.02,1,0,256,0,0,0.037020286092389505,0.9629797139075972,1
1,0,-1,1,0.02,1,-0.02,1,1,257,0,1,0.04619586664062795,0.9538041333587045,1
1,1,-1,1,0.1,1,-0.1,1,0,258,1,0,0.16181599873425112,0.8381840012650054,1
1,1,1,1,0.01,1,0.01,1,1,259,1,1,0.18633608860583184,0.8136639113935737,1
1,1,-1,1,0.01,1,-0.01,1,0,260,1,0,0.1491004688213724,0.8508995311786763,1
1,0,-1,1,0.02,1,-0.02,1,1,261,0,1,0.03167607811074913,0.9683239218884868,1
1,1,1,-1,0.05,1,0.05,1,1,262,0,1,0.015180863243984299,0.9848191367552942,1
1,0,-1,-1,0.1,2,-0.1,1,1,263,1,1,0.029602500599899953,0.9703974993999683,1
1,0,1,1,0.01,1,0.01,1,0,264,0,0,0.006553457519026611,0.9934465424815861,1
1,1,1,-1,0.01,1,0.01,1,1,265,0,1,0.003118782638405055,0.996881217361022,1
1,0,-1,1,0.05,1,-0.05,1,1,266,0,1,0.003640334324726426,0.9963596656743647,1
1,0,1,1,0.05,1,0.05,1,0,267,0,0,0.007317781941327787,0.9926822180589642,1
1,1,-1,1,0.05,1,-0.05,1,0,268,1,0,0.03754675039205058,0.9624532496087356,1
1,0,1,1,0.01,1,0.01,1,0,269,0,0,0.020602712573303247,0.9793972874260204,1
1,1,-1,1,0.01,1,-0.01,1,0,270,1,0,0.04667431484510709,0.9533256851547733,1
1,1,-1,-1,0.1,1,-0.1,1,0,271,0,0,0.025900191307129516,0.9740998086923774,1
1,0,1,-1,0.05,1,0.05,1,0,272,1,0,0.0715925125766228,0.9284074874227156,1
1,1,1,-1,0.1,1,0.1,1,1,273,0,1,0.0598315129528345,0.9401684870477257,1
1,0,1,-1,0.05,1,0.05,1,0,274,1,0,0.12895529331443398,0.8710447066860664,1
1,1,1,1,0.1,1,0.1,1,1,275,1,1,0.1284995875420776,0.87150041245719,1
1,0,1,1,0.01,1,0.01,1,0,276,0,0,0.07680621093319656,0.9231937890672834,1
1,1,1,-1,0.05,1,0.05,1,1,277,0,1,0.12552661115126196,0.8744733888496301,1
1,1,-1,1,0.01,1,-0.01,1,0,278,1,0,0.47377079248729964,0.5262292075124072,1
1,1,1,1,0.05,2,0.05,1,1,279,1,1,0.6517302526905147,0.348269747308873,2
1,1,1,1,0.01,2,0.01,1,1,280,1,1,0.7471739120727655,0.2528260879270386,2
